algorithm,budget,coverage,cost per coverage unit
dynamic,200,21,8.61905
brute_force,200,21,8.57143
greedy,200,21,8.57143
dynamic,200,20,9.65
brute_force,200,20,9.55
greedy,200,19,10.4737
dynamic,200,22,8.72727
brute_force,200,22,7.90909
greedy,200,22,7.90909
dynamic,200,22,8.68182
brute_force,200,22,8.59091
greedy,200,20,8.65
dynamic,200,23,8.52174
brute_force,200,23,8.52174
greedy,200,21,8.57143
dynamic,200,19,10.5263
brute_force,200,19,10.5263
greedy,200,17,11.1176
dynamic,200,22,8.09091
brute_force,200,22,8.09091
greedy,200,22,8.09091
dynamic,200,24,8.29167
brute_force,200,24,7.625
greedy,200,24,8.04167
dynamic,200,19,10.5263
brute_force,200,19,10.0526
greedy,200,17,11.2353
dynamic,200,20,8.85
brute_force,200,20,8.85
greedy,200,20,8.85
dynamic,200,17,11.7647
brute_force,200,17,11.7647
greedy,200,15,12.7333
dynamic,200,24,8.33333
brute_force,200,24,8.20833
greedy,200,23,8.43478
dynamic,200,22,9.04545
brute_force,200,22,8.45455
greedy,200,22,8.45455
dynamic,200,21,9
brute_force,200,21,7.95238
greedy,200,20,8.9
dynamic,200,22,8.77273
brute_force,200,22,8.40909
greedy,200,22,8.40909
dynamic,200,25,8
brute_force,200,25,8
greedy,200,24,7.91667
dynamic,200,19,10.3684
brute_force,200,19,10.3684
greedy,200,18,10.7778
dynamic,200,21,9.2381
brute_force,200,21,9.2381
greedy,200,19,8.84211
dynamic,200,19,10.5263
brute_force,200,19,10.5263
greedy,200,17,10.7647
dynamic,200,17,11.4706
brute_force,200,17,11.0588
greedy,200,17,11.0588
dynamic,200,20,9.65
brute_force,200,20,9.55
greedy,200,20,9.55
dynamic,200,19,10.3684
brute_force,200,19,9.89474
greedy,200,17,10.7059
dynamic,200,25,7.96
brute_force,200,25,7.8
greedy,200,24,7.83333
dynamic,200,22,9.04545
brute_force,200,22,8.90909
greedy,200,22,8.90909
dynamic,200,20,9.65
brute_force,200,20,9.65
greedy,200,20,9.65
dynamic,200,19,10.3158
brute_force,200,19,9.73684
greedy,200,19,9.73684
dynamic,200,22,8.86364
brute_force,200,22,8.63636
greedy,200,20,9.6
dynamic,200,16,11.375
brute_force,200,16,11.375
greedy,200,15,12.5333
dynamic,200,21,9.33333
brute_force,200,21,8.28571
greedy,200,21,8.7619
dynamic,200,15,13.0667
brute_force,200,15,12.1333
greedy,200,13,13.1538
dynamic,200,23,8.69565
brute_force,200,23,7.52174
greedy,200,23,8.65217
dynamic,200,23,8.43478
brute_force,200,23,7.82609
greedy,200,23,8.43478
dynamic,200,21,8.90476
brute_force,200,21,8.90476
greedy,200,21,8.90476
dynamic,200,21,9.38095
brute_force,200,21,8.71429
greedy,200,21,9.38095
dynamic,200,22,8.72727
brute_force,200,22,8.63636
greedy,200,21,8.33333
dynamic,200,17,11.1765
brute_force,200,17,10.9412
greedy,200,17,10.9412
dynamic,200,21,9.42857
brute_force,200,21,9.33333
greedy,200,19,10.4737
dynamic,200,19,10.4211
brute_force,200,19,10.4211
greedy,200,18,9.88889
dynamic,200,21,9.47619
brute_force,200,21,9.47619
greedy,200,19,10.1053
dynamic,200,18,11.0556
brute_force,200,18,10.4444
greedy,200,17,11.5882
dynamic,200,23,8.65217
brute_force,200,23,8.65217
greedy,200,21,9
dynamic,200,21,9.47619
brute_force,200,21,9.14286
greedy,200,20,9.4
dynamic,200,18,9.83333
brute_force,200,18,9.83333
greedy,200,18,9.83333
dynamic,200,20,9.85
brute_force,200,20,8.65
greedy,200,20,9.6
dynamic,200,20,9.95
brute_force,200,20,9.95
greedy,200,19,10.4211
dynamic,200,20,9.05
brute_force,200,20,9.05
greedy,200,20,9.05
dynamic,200,20,10
brute_force,200,20,9.35
greedy,200,19,9.05263
dynamic,200,20,9.95
brute_force,200,20,9.65
greedy,200,19,9.47368
dynamic,200,22,8.77273
brute_force,200,22,7.63636
greedy,200,21,9.28571
dynamic,200,20,9.95
brute_force,200,20,9.5
greedy,200,19,9.94737
dynamic,200,19,10.4211
brute_force,200,19,10.4211
greedy,200,17,10.8824
dynamic,220,20,10.95
brute_force,220,20,10.95
greedy,220,19,10.9474
dynamic,220,20,10.95
brute_force,220,20,10.95
greedy,220,19,10.9474
dynamic,220,24,9
brute_force,220,24,7.125
greedy,220,24,8.66667
dynamic,220,22,9.90909
brute_force,220,22,9.45455
greedy,220,21,9.52381
dynamic,220,23,9.52174
brute_force,220,23,9.52174
greedy,220,22,9.54545
dynamic,220,20,10.85
brute_force,220,20,10.65
greedy,220,19,10.6842
dynamic,220,18,12.1667
brute_force,220,18,11.1111
greedy,220,17,12.6471
dynamic,220,24,8.91667
brute_force,220,24,8.41667
greedy,220,23,9.13043
dynamic,220,24,9.16667
brute_force,220,24,9.16667
greedy,220,23,8.43478
dynamic,220,24,8.91667
brute_force,220,24,8.875
greedy,220,23,9.52174
dynamic,220,24,9.16667
brute_force,220,24,9.16667
greedy,220,23,8.47826
dynamic,220,20,10.65
brute_force,220,20,9.7
greedy,220,18,9.88889
dynamic,220,22,9.81818
brute_force,220,22,9.27273
greedy,220,21,9.47619
dynamic,220,16,13.75
brute_force,220,16,13.4375
greedy,220,14,14.8571
dynamic,220,23,9.56522
brute_force,220,23,8.91304
greedy,220,22,9.27273
dynamic,220,23,9.30435
brute_force,220,23,9.30435
greedy,220,23,9.30435
dynamic,220,20,10.95
brute_force,220,20,10.95
greedy,220,19,11.3684
dynamic,220,21,9.80952
brute_force,220,21,9.80952
greedy,220,19,10.3158
dynamic,220,22,9.95455
brute_force,220,22,9.68182
greedy,220,19,10.4737
dynamic,220,23,9.08696
brute_force,220,23,8.78261
greedy,220,23,9.43478
dynamic,220,21,10.381
brute_force,220,21,10.381
greedy,220,20,10.6
dynamic,220,19,11.2632
brute_force,220,19,10.6842
greedy,220,16,11.875
dynamic,220,19,11.3684
brute_force,220,19,11.1053
greedy,220,19,11.3684
dynamic,220,24,8.375
brute_force,220,24,8.375
greedy,220,23,8.86957
dynamic,220,19,11.3684
brute_force,220,19,10.8421
greedy,220,19,10.8421
dynamic,220,20,10.6
brute_force,220,20,10.6
greedy,220,18,10.5556
dynamic,220,22,9.81818
brute_force,220,22,8.59091
greedy,220,21,9.90476
dynamic,220,22,10
brute_force,220,22,9.95455
greedy,220,21,10.2857
dynamic,220,27,8.03704
brute_force,220,27,7.62963
greedy,220,25,8.72
dynamic,220,24,8.79167
brute_force,220,24,8.79167
greedy,220,23,8.3913
dynamic,220,26,8.19231
brute_force,220,26,8.19231
greedy,220,25,8.64
dynamic,220,20,10.3
brute_force,220,20,10.3
greedy,220,18,11.2778
dynamic,220,19,11.1579
brute_force,220,19,10.3684
greedy,220,18,11.7222
dynamic,220,23,9.56522
brute_force,220,23,9.56522
greedy,220,22,9.09091
dynamic,220,21,10.4286
brute_force,220,21,10.2857
greedy,220,21,10.381
dynamic,220,22,9.95455
brute_force,220,22,9.63636
greedy,220,19,10.3158
dynamic,220,19,11.2632
brute_force,220,19,11.2632
greedy,220,19,11.2632
dynamic,220,21,10.4286
brute_force,220,21,9.71429
greedy,220,21,10.1905
dynamic,220,23,9.56522
brute_force,220,23,8.86957
greedy,220,21,9.42857
dynamic,220,25,8.44
brute_force,220,25,7.96
greedy,220,25,8.6
dynamic,220,22,9.54545
brute_force,220,22,9.54545
greedy,220,20,10.8
dynamic,220,22,10
brute_force,220,22,9.90909
greedy,220,20,10.1
dynamic,220,23,9.56522
brute_force,220,23,9.52174
greedy,220,22,9.81818
dynamic,220,22,9.59091
brute_force,220,22,8.5
greedy,220,21,9.14286
dynamic,220,21,10.1905
brute_force,220,21,9.71429
greedy,220,20,10.35
dynamic,220,27,7.7037
brute_force,220,27,7.37037
greedy,220,27,7.74074
dynamic,220,22,9.86364
brute_force,220,22,9.86364
greedy,220,19,10.0526
dynamic,220,27,7.25926
brute_force,220,27,7.18519
greedy,220,27,7.7037
dynamic,220,19,10.6842
brute_force,220,19,10.2105
greedy,220,18,10.5
dynamic,220,21,10.2381
brute_force,220,21,9.38095
greedy,220,21,9.38095
dynamic,220,21,10.0476
brute_force,220,21,9.80952
greedy,220,20,10.55
dynamic,220,22,9.90909
brute_force,220,22,9.77273
greedy,220,21,10.3333
dynamic,220,18,11.2222
brute_force,220,18,10.9444
greedy,220,18,10.9444
dynamic,220,16,13.5
brute_force,220,16,12.75
greedy,220,15,13.4
dynamic,220,25,8.68
brute_force,220,25,8.48
greedy,220,23,8.56522
dynamic,220,20,10.7
brute_force,220,20,10.4
greedy,220,20,10.4
dynamic,220,23,9.21739
brute_force,220,23,9.21739
greedy,220,21,10.381
dynamic,220,23,9.56522
brute_force,220,23,9
greedy,220,22,9.72727
dynamic,220,25,7.96
brute_force,220,25,7.96
greedy,220,25,7.96
dynamic,220,21,10.4286
brute_force,220,21,10.4286
greedy,220,19,10.4737
dynamic,220,22,9.90909
brute_force,220,22,9.90909
greedy,220,21,9.38095
dynamic,220,22,9.90909
brute_force,220,22,9.90909
greedy,220,21,10.381
dynamic,220,22,10
brute_force,220,22,10
greedy,220,21,9.52381
dynamic,220,20,10.55
brute_force,220,20,10.2
greedy,220,20,10.8
dynamic,220,21,10.4762
brute_force,220,21,9.38095
greedy,220,21,9.38095
dynamic,220,24,9.16667
brute_force,220,24,8.91667
greedy,220,22,9.09091
dynamic,220,21,10.4762
brute_force,220,21,9.80952
greedy,220,20,10.5
dynamic,220,22,10
brute_force,220,22,9.27273
greedy,220,22,9.36364
dynamic,220,16,13.5625
brute_force,220,16,13.5
greedy,220,16,13.5
dynamic,220,20,10.95
brute_force,220,20,10.15
greedy,220,20,10.15
dynamic,220,24,8.29167
brute_force,220,24,7.95833
greedy,220,24,8.75
dynamic,220,25,8.56
brute_force,220,25,8.56
greedy,220,24,8.41667
dynamic,220,21,10.2857
brute_force,220,21,10
greedy,220,21,10
dynamic,220,23,9.21739
brute_force,220,23,8.82609
greedy,220,22,9.95455
dynamic,220,23,9
brute_force,220,23,8.43478
greedy,220,22,8.95455
dynamic,220,23,9.56522
brute_force,220,23,8.6087
greedy,220,23,8.6087
dynamic,220,21,10.4286
brute_force,220,21,9.42857
greedy,220,20,10.2
dynamic,220,22,9.95455
brute_force,220,22,9.95455
greedy,220,21,9.7619
dynamic,220,24,9
brute_force,220,24,8.79167
greedy,220,24,8.79167
dynamic,220,23,8.95652
brute_force,220,23,8.95652
greedy,220,23,8.95652
dynamic,220,22,9.68182
brute_force,220,22,9.13636
greedy,220,20,10.3
dynamic,220,20,10.65
brute_force,220,20,10.45
greedy,220,20,10.45
dynamic,220,24,9.08333
brute_force,220,24,7.79167
greedy,220,24,8.79167
dynamic,220,21,10.2381
brute_force,220,21,9.42857
greedy,220,21,10.2857
dynamic,220,21,10.2857
brute_force,220,21,9.7619
greedy,220,21,9.7619
dynamic,220,24,9.125
brute_force,220,24,8.58333
greedy,220,24,8.66667
dynamic,220,20,9.7
brute_force,220,20,9.45
greedy,220,20,10.75
dynamic,220,23,9.43478
brute_force,220,23,9.34783
greedy,220,22,9.54545
dynamic,220,21,10.4762
brute_force,220,21,10.2381
greedy,220,20,10.55
dynamic,220,20,10.35
brute_force,220,20,10.35
greedy,220,19,10.7368
dynamic,220,21,10.4286
brute_force,220,21,9.33333
greedy,220,20,10.3
dynamic,220,19,11.3158
brute_force,220,19,10.6316
greedy,220,18,10.8889
dynamic,220,23,9.52174
brute_force,220,23,9
greedy,220,22,9.45455
dynamic,220,22,10
brute_force,220,22,9.81818
greedy,220,21,9.14286
dynamic,220,23,9.56522
brute_force,220,23,8.3913
greedy,220,22,9.04545
dynamic,220,24,8.83333
brute_force,220,24,8.83333
greedy,220,23,8.82609
dynamic,220,20,10.75
brute_force,220,20,10.75
greedy,220,19,10.5789
dynamic,220,23,9
brute_force,220,23,8.52174
greedy,220,23,8.52174
dynamic,220,21,10.3333
brute_force,220,21,9.09524
greedy,220,21,9.09524
dynamic,220,23,9.47826
brute_force,220,23,9.13043
greedy,220,21,9
dynamic,220,25,8.6
brute_force,220,25,7.64
greedy,220,24,8.16667
dynamic,220,25,8.8
brute_force,220,25,8.8
greedy,220,23,9.3913
dynamic,220,25,8.2
brute_force,220,25,8.2
greedy,220,24,8.16667
dynamic,220,20,10.6
brute_force,220,20,9.9
greedy,220,19,10.8421
dynamic,220,22,10
brute_force,220,22,9.72727
greedy,220,21,10.2857
dynamic,220,25,8.8
brute_force,220,25,8.56
greedy,220,25,8.56
dynamic,220,22,9.86364
brute_force,220,22,9.13636
greedy,220,22,9.13636
dynamic,220,22,9.95455
brute_force,220,22,9.40909
greedy,220,22,9.90909
dynamic,220,25,8.8
brute_force,220,25,8.28
greedy,220,24,8.08333
dynamic,220,25,8.8
brute_force,220,25,8.28
greedy,220,24,8.41667
dynamic,220,19,11.4737
brute_force,220,19,11.4737
greedy,220,16,12.3125
dynamic,220,22,9.72727
brute_force,220,22,9.13636
greedy,220,22,9.86364
dynamic,220,20,10.9
brute_force,220,20,9.95
greedy,220,20,10.45
dynamic,220,24,8.875
brute_force,220,24,8.875
greedy,220,24,8.875
dynamic,220,21,10.4286
brute_force,220,21,10.4286
greedy,220,19,11.1579
dynamic,220,17,12.8824
brute_force,220,17,12.8824
greedy,220,14,15.1429
dynamic,220,24,9.04167
brute_force,220,24,9.04167
greedy,220,23,8
dynamic,220,22,9.86364
brute_force,220,22,9.40909
greedy,220,22,9.72727
dynamic,220,26,7.76923
brute_force,220,26,7.73077
greedy,220,24,8.54167
dynamic,220,20,10.2
brute_force,220,20,9.55
greedy,220,19,11.4211
dynamic,220,20,10.45
brute_force,220,20,10.45
greedy,220,20,10.45
dynamic,220,23,9.56522
brute_force,220,23,9.3913
greedy,220,22,9.31818
dynamic,220,18,12.1667
brute_force,220,18,11.5556
greedy,220,17,11.7059
dynamic,220,22,9.54545
brute_force,220,22,8.72727
greedy,220,21,10.3333
dynamic,220,21,10.381
brute_force,220,21,9.66667
greedy,220,20,9.85
dynamic,220,18,11.7222
brute_force,220,18,11.1111
greedy,220,18,11.1111
dynamic,220,18,12
brute_force,220,18,11.6111
greedy,220,17,12.7647
dynamic,220,24,8.91667
brute_force,220,24,8.625
greedy,220,23,8.26087
dynamic,220,18,12.1667
brute_force,220,18,11.8889
greedy,220,18,11.8889
dynamic,220,23,9.43478
brute_force,220,23,9.43478
greedy,220,22,9.90909
dynamic,220,20,10.65
brute_force,220,20,9.55
greedy,220,19,10.3158
dynamic,220,22,9.90909
brute_force,220,22,9.90909
greedy,220,22,9.90909
dynamic,220,21,10.4762
brute_force,220,21,10.1905
greedy,220,20,9.95
dynamic,220,20,10.6
brute_force,220,20,10.45
greedy,220,19,10.4737
dynamic,220,21,10.2857
brute_force,220,21,9.42857
greedy,220,20,10.35
dynamic,220,25,8.64
brute_force,220,25,7.44
greedy,220,24,7.54167
dynamic,220,22,9.36364
brute_force,220,22,9.36364
greedy,220,22,9.81818
dynamic,220,22,9.72727
brute_force,220,22,9.54545
greedy,220,20,10.2
dynamic,220,25,8.64
brute_force,220,25,8.24
greedy,220,25,8.72
dynamic,220,23,9.08696
brute_force,220,23,8.78261
greedy,220,23,8.78261
dynamic,220,24,9.16667
brute_force,220,24,9
greedy,220,22,9.09091
dynamic,220,24,9.04167
brute_force,220,24,8.91667
greedy,220,24,8.91667
dynamic,220,24,9.16667
brute_force,220,24,8.75
greedy,220,23,9.52174
dynamic,220,20,10.95
brute_force,220,20,10.7
greedy,220,20,10.7
dynamic,220,21,10.381
brute_force,220,21,10.381
greedy,220,20,10.65
dynamic,220,22,9.63636
brute_force,220,22,9.63636
greedy,220,22,9.63636
dynamic,220,18,11.6111
brute_force,220,18,10.7222
greedy,220,17,12.6471
dynamic,220,24,9.04167
brute_force,220,24,9
greedy,220,22,9.13636
dynamic,220,21,10.4762
brute_force,220,21,10
greedy,220,20,10.85
dynamic,220,21,10
brute_force,220,21,8.57143
greedy,220,21,9.71429
dynamic,220,21,10.4762
brute_force,220,21,10.4762
greedy,220,19,10.4737
dynamic,220,23,9.52174
brute_force,220,23,9.52174
greedy,220,22,9.22727
dynamic,220,23,9.3913
brute_force,220,23,8.78261
greedy,220,22,9.59091
dynamic,220,23,9.43478
brute_force,220,23,8.52174
greedy,220,23,9.21739
dynamic,220,20,10.85
brute_force,220,20,10.85
greedy,220,18,11.6667
dynamic,220,23,9.52174
brute_force,220,23,8.73913
greedy,220,22,9.54545
dynamic,220,25,8.68
brute_force,220,25,8.12
greedy,220,24,8.04167
dynamic,220,20,10.8
brute_force,220,20,10.8
greedy,220,18,11.3333
dynamic,220,21,10.2381
brute_force,220,21,10.2381
greedy,220,21,10.2381
dynamic,220,17,12.3529
brute_force,220,17,11.7647
greedy,220,17,11.7647
dynamic,220,24,9.08333
brute_force,220,24,8.20833
greedy,220,23,8.43478
dynamic,220,23,9.3913
brute_force,220,23,9.3913
greedy,220,22,8.45455
dynamic,220,22,9.90909
brute_force,220,22,9.86364
greedy,220,21,9.80952
dynamic,220,23,9.13043
brute_force,220,23,9.13043
greedy,220,22,8.40909
dynamic,220,26,8.23077
brute_force,220,26,8.23077
greedy,220,24,7.91667
dynamic,220,19,10.8421
brute_force,220,19,10.3684
greedy,220,18,10.7778
dynamic,220,21,10
brute_force,220,21,9.2381
greedy,220,21,9.71429
dynamic,220,19,10.8421
brute_force,220,19,10.5263
greedy,220,19,11.4737
dynamic,220,18,12.1111
brute_force,220,18,11.6667
greedy,220,18,11.6667
dynamic,220,21,10.4286
brute_force,220,21,10.0952
greedy,220,20,9.55
dynamic,220,20,10.9
brute_force,220,20,10.65
greedy,220,18,11.9444
dynamic,220,26,8.34615
brute_force,220,26,8.19231
greedy,220,24,7.83333
dynamic,220,23,9.52174
brute_force,220,23,9.26087
greedy,220,23,9.26087
dynamic,220,20,10.75
brute_force,220,20,9.65
greedy,220,20,9.65
dynamic,220,20,10.95
brute_force,220,20,10.15
greedy,220,20,10.35
dynamic,220,23,9.47826
brute_force,220,23,9.08696
greedy,220,20,9.6
dynamic,220,16,13
brute_force,220,16,11.375
greedy,220,16,13.3125
dynamic,220,22,9.81818
brute_force,220,22,9.45455
greedy,220,21,9.80952
dynamic,220,16,13
brute_force,220,16,13
greedy,220,14,14.6429
dynamic,220,24,8.625
brute_force,220,24,8.41667
greedy,220,24,8.70833
dynamic,220,24,9.16667
brute_force,220,24,8.54167
greedy,220,23,9.26087
dynamic,220,22,9.81818
brute_force,220,22,9.81818
greedy,220,22,9.81818
dynamic,220,22,9.81818
brute_force,220,22,9.18182
greedy,220,22,9.86364
dynamic,220,23,9.47826
brute_force,220,23,9.3913
greedy,220,21,10.0476
dynamic,220,18,11.7222
brute_force,220,18,11.4444
greedy,220,18,11.4444
dynamic,220,21,10.4286
brute_force,220,21,9.33333
greedy,220,19,10.4737
dynamic,220,20,10.9
brute_force,220,20,10.9
greedy,220,19,11.3684
dynamic,220,21,10.2857
brute_force,220,21,9.47619
greedy,220,19,10.1053
dynamic,220,20,11
brute_force,220,20,11
greedy,220,17,11.5882
dynamic,220,24,9.16667
brute_force,220,24,8.95833
greedy,220,21,9
dynamic,220,22,9.5
brute_force,220,22,9.5
greedy,220,20,9.4
dynamic,220,20,10.9
brute_force,220,20,10.9
greedy,220,20,10.9
dynamic,220,21,10.1429
brute_force,220,21,9.7619
greedy,220,20,9.6
dynamic,220,21,10.2857
brute_force,220,21,10.2857
greedy,220,19,10.4211
dynamic,220,22,10
brute_force,220,22,10
greedy,220,21,9.7619
dynamic,220,20,10.8
brute_force,220,20,9.35
greedy,220,20,10.6
dynamic,220,21,10.4286
brute_force,220,21,10.1429
greedy,220,20,10.9
dynamic,220,23,9.43478
brute_force,220,23,9.43478
greedy,220,22,9.95455
dynamic,220,21,10.4286
brute_force,220,21,10.4286
greedy,220,19,11.4211
dynamic,220,20,10.75
brute_force,220,20,10.75
greedy,220,18,11.9444
dynamic,240,21,11.3333
brute_force,240,21,11.3333
greedy,240,19,10.9474
dynamic,240,21,11.3333
brute_force,240,21,11.3333
greedy,240,19,10.9474
dynamic,240,26,9.15385
brute_force,240,26,9.15385
greedy,240,24,9.41667
dynamic,240,23,10.3478
brute_force,240,23,10.1739
greedy,240,23,10.2609
dynamic,240,23,10.2174
brute_force,240,23,9.52174
greedy,240,22,10.3182
dynamic,240,21,10.8571
brute_force,240,21,10.8571
greedy,240,19,10.6842
dynamic,240,19,12.4737
brute_force,240,19,11.7368
greedy,240,17,12.6471
dynamic,240,25,9.48
brute_force,240,25,9.16
greedy,240,24,9.875
dynamic,240,24,9.29167
brute_force,240,24,9.16667
greedy,240,24,9.16667
dynamic,240,24,10
brute_force,240,24,8.875
greedy,240,23,9.52174
dynamic,240,24,9.875
brute_force,240,24,9.16667
greedy,240,24,9.375
dynamic,240,21,11.2857
brute_force,240,21,10.9524
greedy,240,20,11.25
dynamic,240,23,10.3913
brute_force,240,23,9.86957
greedy,240,21,10.7143
dynamic,240,16,14.1875
brute_force,240,16,13.4375
greedy,240,16,14.5625
dynamic,240,24,9.95833
brute_force,240,24,9.41667
greedy,240,22,10.1818
dynamic,240,23,10.2609
brute_force,240,23,9.30435
greedy,240,23,9.30435
dynamic,240,20,11.6
brute_force,240,20,10.95
greedy,240,19,11.3684
dynamic,240,22,10.5909
brute_force,240,22,10.3636
greedy,240,20,11.15
dynamic,240,22,10.5
brute_force,240,22,9.68182
greedy,240,20,11.35
dynamic,240,24,9.91667
brute_force,240,24,9.83333
greedy,240,23,9.43478
dynamic,240,21,10.9524
brute_force,240,21,10.381
greedy,240,20,11.8
dynamic,240,20,11.65
brute_force,240,20,11.65
greedy,240,19,12.0526
dynamic,240,20,12
brute_force,240,20,11.3
greedy,240,20,11.3
dynamic,240,25,9.16
brute_force,240,25,9.16
greedy,240,23,9.86957
dynamic,240,20,11.95
brute_force,240,20,11.45
greedy,240,19,10.8421
dynamic,240,20,11.9
brute_force,240,20,10.6
greedy,240,19,11.5789
dynamic,240,23,10.3913
brute_force,240,23,9.86957
greedy,240,21,9.90476
dynamic,240,23,10.2174
brute_force,240,23,10.087
greedy,240,21,10.2857
dynamic,240,27,8.03704
brute_force,240,27,7.62963
greedy,240,27,8.25926
dynamic,240,26,9.23077
brute_force,240,26,8.5
greedy,240,26,9
dynamic,240,26,8.65385
brute_force,240,26,8.19231
greedy,240,25,9.28
dynamic,240,21,11.4286
brute_force,240,21,11.1905
greedy,240,19,11.9474
dynamic,240,20,11.65
brute_force,240,20,11.05
greedy,240,19,11.7368
dynamic,240,23,10.1304
brute_force,240,23,9.56522
greedy,240,23,9.56522
dynamic,240,22,10.8182
brute_force,240,22,10.8182
greedy,240,21,10.381
dynamic,240,22,10.3182
brute_force,240,22,9.63636
greedy,240,20,11.5
dynamic,240,20,11.9
brute_force,240,20,11.9
greedy,240,19,12.2105
dynamic,240,22,10.7727
brute_force,240,22,10.7727
greedy,240,21,10.1905
dynamic,240,24,9.875
brute_force,240,24,9.625
greedy,240,23,10.2174
dynamic,240,26,8.57692
brute_force,240,26,8.57692
greedy,240,26,9.19231
dynamic,240,23,10.3043
brute_force,240,23,9.78261
greedy,240,23,9.78261
dynamic,240,23,10.4348
brute_force,240,23,10.1739
greedy,240,21,10.8095
dynamic,240,23,10.2174
brute_force,240,23,9.52174
greedy,240,22,9.81818
dynamic,240,23,10.1304
brute_force,240,23,10.1304
greedy,240,22,10.2273
dynamic,240,22,10.6818
brute_force,240,22,10.2727
greedy,240,20,10.35
dynamic,240,27,8.51852
brute_force,240,27,7.37037
greedy,240,27,8.62963
dynamic,240,22,10.9091
brute_force,240,22,9.86364
greedy,240,19,12
dynamic,240,28,8.53571
brute_force,240,28,8.32143
greedy,240,27,8.74074
dynamic,240,20,11.35
brute_force,240,20,11.35
greedy,240,18,12.3889
dynamic,240,22,10.3636
brute_force,240,22,10.2273
greedy,240,21,10.8095
dynamic,240,22,10.7273
