algorithm,coverage,cost_per_coverage,radius,time
greedy,78,19.0897,15,3
random,42,34.9762,15,0
bad_greedy,46,32.587,15,1
k=1,78,18.8077,15,40
k=2,78,18.8077,15,1951
greedy,81,17.5432,15,3
random,51,28.4118,15,0
bad_greedy,55,25.8364,15,1
k=1,82,18.1951,15,43
k=2,82,17.9634,15,2061
greedy,71,20.507,15,3
random,42,35.2857,15,0
bad_greedy,37,39.5135,15,1
k=1,72,20.25,15,53
k=2,73,20.1233,15,2572
greedy,79,18.3544,15,3
random,48,30.3958,15,0
bad_greedy,41,34.3902,15,1
k=1,80,18.275,15,38
k=2,80,18.275,15,1837
greedy,77,18.7143,15,3
random,56,26.4286,15,0
bad_greedy,58,24.3966,15,1
k=1,77,18.7143,15,48
k=2,77,18.7143,15,2328
greedy,85,17.3765,15,3
random,54,27.037,15,0
bad_greedy,50,28.68,15,2
k=1,87,16.4138,15,34
k=2,87,15.9425,15,1622
greedy,71,20.5634,15,3
random,38,39.1579,15,0
bad_greedy,36,39.8056,15,1
k=1,71,20.4366,15,51
k=2,71,20.4366,15,2441
greedy,82,17.6707,15,3
random,56,25.8214,15,0
bad_greedy,49,30.5306,15,1
k=1,82,17.6707,15,36
k=2,82,17.6707,15,1783
greedy,77,19.2727,15,3
random,44,33.7273,15,0
bad_greedy,46,32.587,15,1
k=1,78,19.0641,15,42
k=2,78,19.0641,15,2124
greedy,75,19.5867,15,3
random,43,34.7907,15,0
bad_greedy,39,37.4103,15,1
k=1,75,19.5467,15,40
k=2,75,19.5467,15,2007
greedy,76,19.1579,15,3
random,47,31.5745,15,0
bad_greedy,41,36.3415,15,1
k=1,76,19.1579,15,45
k=2,76,19.1579,15,2109
greedy,80,18.6625,15,3
random,34,43.1471,15,0
bad_greedy,41,34.6341,15,1
k=1,80,18.175,15,41
k=2,80,18.175,15,1979
greedy,73,20.3973,15,3
random,37,39.4324,15,0
bad_greedy,41,36.3171,15,1
k=1,74,20.2162,15,49
k=2,74,20.027,15,2366
greedy,79,18.557,15,3
random,41,35.4878,15,0
bad_greedy,50,28.8,15,1
k=1,79,18.557,15,46
k=2,79,18.1519,15,1872
greedy,80,18.55,15,3
random,62,24.0968,15,0
bad_greedy,57,25.5263,15,1
k=1,80,18.55,15,51
k=2,80,18.55,15,2440
greedy,75,19.9067,15,3
random,47,31.8511,15,0
bad_greedy,47,31.8723,15,1
k=1,75,19.8933,15,47
k=2,75,19.8,15,2379
greedy,84,17.6548,15,3
random,54,27.6111,15,0
bad_greedy,42,34.5714,15,1
k=1,84,17.1905,15,45
k=2,84,17.1905,15,2176
greedy,78,18.859,15,3
random,47,31.766,15,0
bad_greedy,58,25.3793,15,1
k=1,78,18.6154,15,44
k=2,78,18.6154,15,2053
greedy,79,18.8608,15,3
random,48,31.0417,15,0
bad_greedy,37,38.6757,15,1
k=1,79,18.5316,15,48
k=2,79,18.5316,15,2329
greedy,22,65.3182,1,3
random,12,123.417,1,0
bad_greedy,22,65.3182,1,1
k=1,22,65.3182,1,62
k=2,22,65.3182,1,3108
greedy,24,61.9583,1,3
random,10,149.9,1,0
bad_greedy,24,61.9583,1,1
k=1,24,61.9583,1,65
k=2,24,61.9583,1,3049
greedy,23,64.4348,1,3
random,11,132.727,1,0
bad_greedy,23,64.4348,1,1
k=1,23,64.4348,1,66
k=2,23,64.4348,1,3055
greedy,22,65.3182,1,3
random,11,134.364,1,0
bad_greedy,22,65.3182,1,1
k=1,22,65.3182,1,64
k=2,22,65.3182,1,3067
greedy,24,61.2083,1,3
random,9,162.444,1,0
bad_greedy,24,61.2083,1,1
k=1,24,61.2083,1,62
k=2,24,61.2083,1,3053
greedy,22,67.5909,1,3
random,12,123.333,1,0
bad_greedy,22,67.5909,1,1
k=1,22,67.5909,1,62
k=2,22,67.5909,1,3062
greedy,26,57.0385,1,3
random,11,133.727,1,0
bad_greedy,25,58.12,1,1
k=1,26,57.0385,1,63
k=2,26,57.0385,1,3029
greedy,25,58.32,1,3
random,11,136.182,1,0
bad_greedy,24,60.25,1,1
k=1,25,58.32,1,64
k=2,25,58.32,1,3065
greedy,22,64.8636,1,3
random,11,132.182,1,0
bad_greedy,22,64.8636,1,1
k=1,22,64.8636,1,69
k=2,22,64.8636,1,3529
greedy,22,64.9545,1,4
random,9,161.889,1,0
bad_greedy,22,64.9545,1,2
k=1,22,64.9545,1,73
k=2,22,64.9545,1,3489
greedy,59,25.1525,10,3
random,31,47.4516,10,0
bad_greedy,45,32.1778,10,1
k=1,60,24.8667,10,50
k=2,60,24.8667,10,2466
greedy,56,26.6429,10,3
random,27,55.2593,10,0
bad_greedy,35,42.6571,10,1
k=1,56,25.9107,10,52
k=2,56,25.9107,10,2546
greedy,62,24.0484,10,3
random,43,33.9535,10,0
bad_greedy,42,34.6429,10,1
k=1,62,23.3387,10,50
k=2,63,23.8095,10,2454
greedy,58,25.1207,10,3
random,33,45.3333,10,0
bad_greedy,34,43.5882,10,1
k=1,58,25.1207,10,55
k=2,58,25.1207,10,2667
greedy,59,25.339,10,3
random,24,60.5417,10,0
bad_greedy,37,40.2432,10,1
k=1,59,25.339,10,53
k=2,59,25.339,10,2586
greedy,62,23.6452,10,3
random,29,51.3103,10,0
bad_greedy,29,50.9655,10,1
k=1,62,23.2097,10,47
k=2,62,23.2097,10,2410
greedy,61,24.1148,10,3
random,30,49.8,10,0
bad_greedy,36,38.9167,10,1
k=1,61,24.1148,10,50
k=2,61,24.1148,10,2461
greedy,60,25,10,4
random,31,47.3226,10,0
bad_greedy,37,38.9459,10,1
k=1,60,24.1167,10,50
k=2,60,24.1167,10,2402
greedy,61,24.3607,10,3
random,38,38.8684,10,0
bad_greedy,36,41.1944,10,1
k=1,61,24.3607,10,50
k=2,61,24.3607,10,2359
greedy,65,22.8923,10,3
random,33,44.303,10,0
bad_greedy,43,32.8372,10,1
k=1,65,22.5538,10,47
k=2,65,22.4154,10,2304
greedy,89,16.6067,20,3
random,66,22.6364,20,0
bad_greedy,61,24.2131,20,1
k=1,90,16.5,20,38
k=2,90,16.4111,20,1899
greedy,88,16.0682,20,3
random,61,23.9672,20,0
bad_greedy,51,28.5294,20,1
k=1,89,16.1798,20,33
k=2,89,15.9888,20,1543
greedy,93,15.5376,20,3
random,59,24.7966,20,0
bad_greedy,61,23.1803,20,1
k=1,93,15.5376,20,35
k=2,93,15.5376,20,1687
greedy,90,16.3556,20,3
random,64,22.6875,20,0
bad_greedy,57,25.6316,20,1
k=1,91,16.3626,20,27
k=2,91,16.3626,20,1276
greedy,86,17.3256,20,3
random,48,30.5833,20,0
bad_greedy,61,24.1639,20,1
k=1,87,17.0575,20,42
k=2,87,17.0575,20,1995
greedy,84,16.9167,20,3
random,47,31.7234,20,0
bad_greedy,51,28.2745,20,1
k=1,85,17.1059,20,39
k=2,85,17.0588,20,1850
greedy,89,16.0899,20,3
random,55,27.2182,20,0
bad_greedy,63,22.6984,20,1
k=1,89,15.9438,20,29
k=2,89,15.9438,20,1258
greedy,89,16.1348,20,3
random,69,21.3768,20,0
bad_greedy,54,26.3333,20,1
k=1,91,16.4286,20,31
k=2,91,16.4286,20,1538
greedy,92,15.3696,20,3
random,76,19.3816,20,0
bad_greedy,58,25.2759,20,1
k=1,93,16.1183,20,24
k=2,93,16.1183,20,1210
greedy,92,15.8152,20,3
random,56,26.6071,20,0
bad_greedy,59,23.8814,20,1
k=1,92,15.2283,20,27
k=2,93,15.4516,20,1293
greedy,24,60.5833,2,3
random,12,122.083,2,0
bad_greedy,23,62.6522,2,1
k=1,24,60.5833,2,60
k=2,24,60.5833,2,3018
greedy,25,59,2,3
random,13,113.846,2,0
bad_greedy,25,59,2,1
k=1,25,59,2,60
k=2,25,59,2,3045
greedy,25,57.28,2,3
random,12,123.083,2,0
bad_greedy,24,61.4167,2,1
k=1,25,57.28,2,60
k=2,25,57.28,2,3014
greedy,24,60.2917,2,3
random,12,122.583,2,0
bad_greedy,24,61.25,2,1
k=1,24,60.2917,2,62
k=2,24,60.2917,2,3028
greedy,27,52.7407,2,4
random,10,148.2,2,0
bad_greedy,25,57.8,2,1
k=1,27,52.7407,2,77
k=2,27,52.7407,2,3861
greedy,24,60.3333,2,3
random,11,135,2,0
bad_greedy,23,62.6957,2,1
k=1,24,60.3333,2,61
k=2,24,60.3333,2,3052
greedy,23,62.8261,2,3
random,12,122.583,2,0
bad_greedy,23,62.8261,2,1
k=1,23,62.8261,2,60
k=2,23,62.8261,2,3055
greedy,26,56.5,2,3
random,12,122.75,2,0
bad_greedy,24,61.7083,2,1
k=1,26,56.5,2,62
k=2,26,56.5,2,2999
greedy,24,58.9583,2,3
random,11,135.818,2,0
bad_greedy,23,64.6087,2,2
k=1,24,58.9583,2,69
k=2,24,58.9583,2,3029
greedy,22,64.7727,2,3
random,12,120.75,2,0
bad_greedy,21,68.619,2,1
k=1,22,64.7727,2,63
k=2,22,64.7727,2,3040
greedy,55,27.0182,10,3
random,29,50.8966,10,0
bad_greedy,32,44.5938,10,1
k=1,56,26.3929,10,62
k=2,56,26.1786,10,2614
greedy,56,25.9821,10,4
random,21,69.2381,10,0
bad_greedy,34,41.7059,10,1
k=1,56,25.9821,10,50
k=2,56,25.9821,10,2992
greedy,66,22.3182,10,4
random,25,59.76,10,0
bad_greedy,44,33.8636,10,2
k=1,66,22.3182,10,57
k=2,66,22.3182,10,3334
greedy,57,26.3158,10,4
random,26,55.9615,10,0
bad_greedy,33,44.2727,10,1
k=1,57,25.8421,10,51
k=2,57,25.8421,10,2565
greedy,60,24.0833,10,3
random,27,54.3333,10,0
bad_greedy,34,42.8235,10,1
k=1,60,24.0833,10,48
k=2,60,24.0833,10,2371
greedy,63,23.2381,10,3
random,38,38.7105,10,0
bad_greedy,33,44.9697,10,1
k=1,63,23.0635,10,53
k=2,63,23.0635,10,2576
greedy,56,26.3036,10,3
random,32,45.4062,10,0
bad_greedy,36,39.3056,10,1
k=1,56,26.3036,10,53
k=2,56,26.3036,10,2703
greedy,64,23.0625,10,4
random,35,42,10,0
bad_greedy,39,36.5385,10,1
k=1,64,23.0625,10,55
k=2,64,23.0625,10,2756
greedy,63,23.6032,10,3
random,37,40.2973,10,0
bad_greedy,47,31.8936,10,2
k=1,63,23.1905,10,62
k=2,63,23.1905,10,2714
greedy,60,24.3333,10,3
random,37,40.3784,10,0
bad_greedy,35,42.7714,10,1
k=1,61,24.3934,10,65
k=2,61,24.377,10,2997
greedy,84,17.3452,20,3
random,69,21.6377,20,0
bad_greedy,53,27.3208,20,1
k=1,84,17.3452,20,41
k=2,84,17.3452,20,1921
greedy,87,17.1264,20,3
random,55,27.0545,20,0
bad_greedy,58,24.2069,20,1
k=1,87,16.5517,20,32
k=2,88,16.7045,20,1557
greedy,82,17.378,20,4
random,60,24.6,20,0
bad_greedy,43,33.2326,20,1
k=1,83,17.9157,20,42
k=2,83,17.9157,20,2010
greedy,86,17.314,20,3
random,63,23.3651,20,0
bad_greedy,52,27.9808,20,1
k=1,86,17.2791,20,37
k=2,86,16.8721,20,1791
greedy,91,16.4396,20,3
random,58,25.4483,20,0
bad_greedy,60,23.75,20,1
k=1,91,16.2857,20,36
k=2,91,15.7143,20,1752
greedy,90,16,20,3
random,58,25.2586,20,0
bad_greedy,61,23.5082,20,1
k=1,90,15.8889,20,33
k=2,90,15.8889,20,1647
greedy,89,16.3596,20,3
random,56,25.9643,20,0
bad_greedy,55,26.5273,20,1
k=1,90,16.2778,20,33
k=2,90,15.7778,20,1582
greedy,88,16.4886,20,3
random,59,25.0847,20,0
bad_greedy,67,21.6567,20,1
k=1,88,16.0455,20,33
k=2,88,16.0455,20,1564
greedy,80,18.7,20,3
random,47,31.7872,20,0
bad_greedy,45,32.6889,20,1
k=1,80,18.675,20,35
k=2,80,18.675,20,1727
greedy,86,17.1628,20,3
random,45,33.2222,20,0
bad_greedy,53,27.1321,20,1
k=1,86,16.4535,20,41
k=2,87,16.9885,20,1997
greedy,26,56.5385,3,3
random,10,148.7,3,0
bad_greedy,23,62.1304,3,1
k=1,26,56.5385,3,61
k=2,26,56.5385,3,3047
greedy,26,55.9615,3,3
random,11,134.545,3,0
bad_greedy,23,64.0435,3,1
k=1,26,55.9615,3,61
k=2,26,55.9615,3,3035
greedy,29,51,3,3
random,16,92.875,3,0
bad_greedy,27,55.0741,3,1
k=1,29,51,3,59
k=2,29,51,3,3002
greedy,28,50.8214,3,3
random,11,135.091,3,0
bad_greedy,26,55.0769,3,1
k=1,28,50.8214,3,61
k=2,28,50.8214,3,2976
greedy,26,56.8462,3,3
random,15,99.8,3,0
bad_greedy,21,70.381,3,1
k=1,26,56.8462,3,62
k=2,26,56.8462,3,3003
greedy,28,51.1429,3,3
random,13,111.692,3,0
bad_greedy,24,58.5833,3,1
k=1,28,51.1429,3,60
k=2,28,51.1429,3,2983
greedy,28,52.8214,3,3
random,15,98.4667,3,0
bad_greedy,23,61,3,1
k=1,28,52.8214,3,62
k=2,28,52.8214,3,3017
greedy,26,57.1538,3,4
random,16,92.9375,3,0
bad_greedy,23,63.6087,3,1
k=1,26,57.1538,3,65
k=2,26,57.1538,3,3040
greedy,26,57.2308,3,4
random,12,123.667,3,0
bad_greedy,22,65.8182,3,1
k=1,26,57.2308,3,60
k=2,26,57.2308,3,2997
greedy,29,49.6552,3,3
random,12,124.667,3,0
bad_greedy,26,54.0385,3,1
k=1,29,49.6552,3,60
k=2,29,49.6552,3,3021
greedy,91,15.9011,16,3
random,49,30.1837,16,0
bad_greedy,58,25.8621,16,1
k=1,92,15.9891,16,22
k=2,92,15.9891,16,1072
greedy,76,18.9605,16,4
random,52,28.7692,16,0
bad_greedy,43,34.8605,16,1
k=1,78,19.2051,16,37
k=2,78,19.1667,16,1797
greedy,80,18.7125,16,3
random,52,28.0769,16,0
bad_greedy,49,30.0816,16,1
k=1,80,18.7125,16,42
k=2,80,18.7125,16,1952
greedy,83,17.4699,16,3
random,67,22.0746,16,0
bad_greedy,54,26.2407,16,1
k=1,83,17.1325,16,38
k=2,83,17.1325,16,1853
greedy,78,18.4744,16,4
random,43,34.2093,16,0
bad_greedy,37,38.5946,16,1
k=1,79,18.8861,16,43
k=2,79,18.8734,16,1958
greedy,78,19.1538,16,3
random,56,26.4286,16,0
bad_greedy,55,26.7455,16,1
k=1,78,19.141,16,42
k=2,78,19.141,16,2058
greedy,86,17.1977,16,4
random,54,27.1667,16,0
bad_greedy,48,30.625,16,1
k=1,86,16.7093,16,46
k=2,86,16.7093,16,2047
greedy,86,16.6395,16,3
random,55,27.1818,16,0
bad_greedy,61,23.3115,16,1
k=1,87,16.7356,16,37
k=2,87,16.7356,16,1856
greedy,81,18.3827,16,3
random,52,28.3462,16,0
bad_greedy,47,30.6596,16,1
k=1,81,18.0988,16,42
k=2,81,18.0988,16,1935
greedy,77,19.1039,16,3
random,51,28.7843,16,0
bad_greedy,50,28.94,16,1
k=1,78,18.6795,16,46
k=2,78,18.6795,16,2334
greedy,61,24.0492,11,3
random,30,48.9,11,0
bad_greedy,36,41.6667,11,1
k=1,61,23.8361,11,50
k=2,61,23.8361,11,2436
greedy,62,23.6452,11,3
random,39,37.7436,11,0
bad_greedy,43,33,11,1
k=1,63,23.7302,11,56
k=2,63,23.7302,11,2568
greedy,60,24.8333,11,3
random,33,45.303,11,0
bad_greedy,32,43.875,11,1
k=1,60,24.8333,11,53
k=2,60,24.8333,11,2586
greedy,61,24.0492,11,3
random,23,64.3478,11,0
bad_greedy,29,48.6552,11,1
k=1,61,24.0492,11,48
k=2,61,24.0492,11,2359
greedy,60,24.1333,11,3
random,23,65,11,0
bad_greedy,38,37.2632,11,1
k=1,61,23.9344,11,53
k=2,61,23.9344,11,2683
greedy,57,26.2281,11,3
random,29,50.8621,11,0
bad_greedy,37,39.7568,11,1
k=1,57,25.1579,11,51
k=2,58,25.7759,11,2476
greedy,66,22.5758,11,4
random,39,37.4872,11,0
bad_greedy,44,33.0455,11,4
k=1,66,22.5758,11,51
k=2,66,22.5758,11,2547
greedy,69,21.4783,11,3
random,38,39,11,0
bad_greedy,35,42.1714,11,1
k=1,70,21.2714,11,47
k=2,70,21.2714,11,2240
greedy,66,22.2424,11,3
random,32,46.3438,11,0
bad_greedy,40,35.45,11,1
k=1,67,22.1791,11,51
k=2,67,22.1791,11,2583
greedy,69,21.7101,11,3
random,30,49.4,11,0
bad_greedy,39,37.9487,11,1
k=1,69,21.7101,11,45
k=2,69,21.7101,11,2240
greedy,84,17.7024,17,3
random,46,31.6739,17,0
bad_greedy,46,30.8043,17,1
k=1,85,17.1765,17,41
k=2,85,17.1294,17,1986
greedy,81,17.679,17,3
random,56,26.5536,17,0
bad_greedy,55,27.1091,17,1
k=1,82,17.7195,17,44
k=2,82,17.7195,17,2086
greedy,79,18.0506,17,3
random,49,29.6531,17,0
bad_greedy,43,33.4651,17,1
k=1,79,17.962,17,40
k=2,80,18.725,17,1954
greedy,85,17.2,17,3
random,52,28.8269,17,0
bad_greedy,63,22.4762,17,1
k=1,85,17.1529,17,37
k=2,85,17.1176,17,1890
greedy,82,17.9512,17,3
random,47,31.2979,17,0
bad_greedy,41,35.8293,17,1
k=1,83,17.7108,17,41
k=2,83,17.7108,17,1977
greedy,77,19.2727,17,3
random,45,33.2,17,0
bad_greedy,45,31.6,17,1
k=1,77,18.7662,17,41
k=2,77,18.7662,17,1973
greedy,86,17.1395,17,3
random,63,23.1746,17,0
bad_greedy,47,30.1064,17,1
k=1,86,17,17,40
k=2,87,16.954,17,1918
greedy,86,16.8256,17,3
random,36,40.2222,17,0
bad_greedy,51,28.6863,17,1
k=1,86,16.8256,17,46
k=2,86,16.8256,17,2200
greedy,83,17.506,17,3
random,66,22.1364,17,0
bad_greedy,39,37.8718,17,1
k=1,83,17.506,17,42
k=2,83,17.506,17,1983
greedy,85,17.4588,17,3
random,67,22.2836,17,0
bad_greedy,50,28.94,17,1
k=1,86,16.907,17,36
k=2,87,17.2184,17,1712
greedy,31,47.3871,4,3
random,18,82.4444,4,0
bad_greedy,27,54.3333,4,1
k=1,31,47.3871,4,60
k=2,31,47.3871,4,2948
greedy,27,53.8148,4,3
random,13,114.769,4,0
bad_greedy,24,59,4,1
k=1,27,53.8148,4,61
k=2,27,53.8148,4,3017
greedy,33,44.1212,4,3
random,14,106.071,4,0
bad_greedy,23,62.7391,4,1
k=1,33,44.1212,4,57
k=2,33,44.1212,4,2878
greedy,29,49.2414,4,3
random,14,106.5,4,0
bad_greedy,24,60.375,4,1
k=1,29,49.2414,4,59
k=2,29,49.2414,4,2970
greedy,33,43.6667,4,3
random,12,121.917,4,0
bad_greedy,24,61.9167,4,1
k=1,33,43.6667,4,61
k=2,33,43.6667,4,2916
greedy,28,52,4,3
random,15,97.5333,4,0
bad_greedy,25,58.52,4,2
k=1,28,52,4,60
k=2,28,52,4,2948
greedy,35,41.9143,4,3
random,11,135.364,4,0
bad_greedy,29,50.2414,4,1
k=1,35,41.9143,4,64
k=2,35,41.9143,4,2892
greedy,28,52.0714,4,3
random,14,107.143,4,0
bad_greedy,27,52.6667,4,1
k=1,28,52.0714,4,61
k=2,28,52.0714,4,3063
greedy,31,48.0323,4,3
random,16,92.9375,4,0
bad_greedy,23,64.913,4,1
k=1,31,48.0323,4,58
k=2,31,48.0323,4,2910
greedy,33,45.4545,4,3
random,12,122.167,4,0
bad_greedy,23,61.2609,4,1
k=1,33,45.4545,4,60
k=2,33,45.4545,4,3003
greedy,37,38.9189,6,3
random,21,70.2857,6,0
bad_greedy,28,51.3571,6,1
k=1,37,38.9189,6,58
k=2,37,38.9189,6,2907
greedy,38,38.6579,6,3
random,14,106.929,6,0
bad_greedy,26,55.8077,6,2
k=1,38,38.6579,6,60
k=2,38,38.6579,6,3296
greedy,39,37.0769,6,3
random,19,77.7895,6,0
bad_greedy,23,61.3478,6,1
k=1,39,37.0769,6,59
k=2,39,37.0769,6,2833
greedy,39,37.4872,6,3
random,18,83,6,0
bad_greedy,29,49.5172,6,1
k=1,39,37.4872,6,56
k=2,39,37.4872,6,2812
greedy,42,34.7857,6,3
random,23,64.5217,6,0
bad_greedy,29,50.931,6,1
k=1,43,34.5116,6,58
k=2,43,34.5116,6,2712
greedy,34,43.8529,6,4
random,16,91,6,0
bad_greedy,27,52.1481,6,1
k=1,34,43.8529,6,60
k=2,34,43.8529,6,2905
greedy,42,35.1905,6,3
random,13,115.154,6,0
bad_greedy,27,52.4815,6,1
k=1,42,35.1905,6,56
k=2,42,35.1905,6,2762
greedy,40,37.15,6,3
random,10,146.4,6,0
bad_greedy,32,45.25,6,1
k=1,40,37.15,6,59
k=2,40,37.15,6,2813
greedy,37,38.9189,6,3
random,13,113.769,6,0
bad_greedy,30,49.1,6,1
k=1,37,38.6216,6,60
k=2,37,38.6216,6,2901
greedy,42,34.9286,6,3
random,23,63.1739,6,0
bad_greedy,28,52.2143,6,1
k=1,43,34.8605,6,56
k=2,43,34.8605,6,2813
greedy,32,45.5,5,3
random,19,77.6842,5,0
bad_greedy,27,53.4444,5,1
k=1,32,45.5,5,63
k=2,32,45.5,5,3030
greedy,36,41.0833,5,3
random,13,114.462,5,0
bad_greedy,26,54.8077,5,1
k=1,36,40.9722,5,59
k=2,36,40.9722,5,2939
greedy,37,38.9189,5,3
random,13,113,5,0
bad_greedy,28,52.8214,5,1
k=1,37,38.9189,5,68
k=2,37,38.9189,5,3268
greedy,32,46.1875,5,4
random,14,105,5,0
bad_greedy,26,55.4615,5,2
k=1,32,46.1875,5,99
k=2,32,46.1875,5,4152
greedy,35,42.5429,5,3
random,16,93.6875,5,0
bad_greedy,26,55.7308,5,1
k=1,35,42.5429,5,58
k=2,35,42.5429,5,2877
greedy,31,47.3226,5,3
random,10,146.4,5,0
bad_greedy,24,61.4167,5,1
k=1,31,47.3226,5,57
k=2,31,47.3226,5,2910
greedy,40,37.325,5,3
random,11,133.909,5,0
bad_greedy,30,49.0333,5,1
k=1,40,37.325,5,57
k=2,40,37.325,5,2874
greedy,34,43.8529,5,4
random,16,91.8125,5,0
bad_greedy,26,54.3077,5,1
k=1,34,42.2647,5,79
k=2,34,42.2647,5,3498
greedy,39,36.641,5,4
random,14,104.143,5,0
bad_greedy,29,51.4138,5,1
k=1,39,36.641,5,74
k=2,39,36.641,5,3279
greedy,39,37.5897,5,4
random,14,106.071,5,0
bad_greedy,26,55.8077,5,1
k=1,39,37.5897,5,58
k=2,39,37.5897,5,2815
greedy,76,18.9211,14,3
random,49,29.7143,14,0
bad_greedy,42,33.7857,14,1
k=1,76,18.9079,14,39
k=2,76,18.9079,14,1882
greedy,76,19.6316,14,3
random,51,28.6863,14,0
bad_greedy,47,30.7872,14,1
k=1,77,18.8831,14,45
k=2,77,18.8831,14,2121
greedy,76,19.0658,14,3
random,47,31.4255,14,0
bad_greedy,42,34.7143,14,1
k=1,77,19.1948,14,47
k=2,77,19.1948,14,2214
greedy,64,22.8906,14,3
random,37,40.0811,14,0
bad_greedy,44,33.8864,14,1
k=1,64,22.8906,14,50
k=2,64,22.8906,14,2473
greedy,76,19.1053,14,3
random,48,30.5625,14,0
bad_greedy,40,35.65,14,1
k=1,77,19.1169,14,51
k=2,78,19.2051,14,2466
greedy,70,21.1,14,3
random,53,28,14,0
bad_greedy,47,31.3617,14,1
k=1,72,20.3611,14,50
k=2,72,20.3611,14,2456
greedy,75,19.8267,14,3
random,50,29.92,14,0
bad_greedy,37,38.2432,14,1
k=1,76,19.6184,14,63
k=2,76,18.9605,14,2492
greedy,77,19.2727,14,3
random,38,38.3421,14,0
bad_greedy,44,33.4545,14,1
k=1,77,19.0519,14,42
k=2,77,19.026,14,2142
greedy,72,20.8056,14,3
random,31,48.2581,14,0
bad_greedy,45,31.8667,14,1
k=1,72,20.4444,14,49
k=2,72,20.4444,14,2576
greedy,77,19.3896,14,3
random,51,29.098,14,0
bad_greedy,37,39.6486,14,1
k=1,77,19.0779,14,41
k=2,77,19.0779,14,2516
greedy,50,30,7,4
random,25,59.28,7,0
bad_greedy,35,42.1714,7,1
k=1,50,30,7,55
k=2,50,30,7,2758
greedy,51,29.0196,7,3
random,29,51.5862,7,0
bad_greedy,30,48.8,7,1
k=1,52,28.7308,7,52
k=2,52,28.7308,7,2513
greedy,49,29.8163,7,3
random,17,86.7647,7,0
bad_greedy,29,50.931,7,1
k=1,49,29.8163,7,54
k=2,49,29.8163,7,2697
greedy,45,33,7,3
random,24,61.0417,7,0
bad_greedy,37,40.4054,7,1
k=1,45,33,7,56
k=2,45,33,7,2746
greedy,40,37.05,7,3
random,20,73,7,0
bad_greedy,27,55.4074,7,1
k=1,40,36.875,7,56
k=2,40,36.875,7,2771
greedy,48,30.2083,7,3
random,23,65,7,0
bad_greedy,32,45.4375,7,1
k=1,49,30.2449,7,52
k=2,49,30.2449,7,2544
greedy,51,28.7059,7,4
random,21,70.4286,7,0
bad_greedy,34,41.5,7,1
k=1,51,28.7059,7,52
k=2,51,28.7059,7,2550
greedy,47,30.9787,7,3
random,24,61.0417,7,0
bad_greedy,34,42.7647,7,1
k=1,47,30.9787,7,53
k=2,47,30.9787,7,2652
greedy,49,29.8571,7,3
random,14,105.571,7,0
bad_greedy,33,43.9091,7,1
k=1,49,29.8571,7,52
k=2,49,29.8571,7,2552
greedy,49,30.2449,7,3
random,26,56.2308,7,0
bad_greedy,29,51.0345,7,1
k=1,49,30.2449,7,55
k=2,49,30.2449,7,2725
greedy,76,19.1579,14,3
random,40,36.725,14,0
bad_greedy,42,33.619,14,1
k=1,77,19.1948,14,48
k=2,78,19.1538,14,2396
greedy,75,19.5733,14,3
random,51,29.1373,14,0
bad_greedy,45,33.2444,14,1
k=1,76,19.6053,14,47
k=2,76,19.6053,14,2292
greedy,73,20.2466,14,3
random,39,37.1795,14,0
bad_greedy,40,36.5,14,1
k=1,74,20.1892,14,48
k=2,74,19.7838,14,2293
greedy,76,19.3289,14,3
random,45,32.7556,14,0
bad_greedy,51,28.1961,14,1
k=1,77,19.3506,14,43
k=2,77,19.3506,14,2070
greedy,75,19.5867,14,3
random,50,30,14,0
bad_greedy,37,39.7027,14,1
k=1,75,19.5867,14,43
k=2,75,19.5867,14,2167
greedy,75,19.6267,14,3
random,37,40.5135,14,0
bad_greedy,36,41.5556,14,1
k=1,76,19.5263,14,44
k=2,76,19.5263,14,2240
greedy,70,21.1714,14,3
random,53,27.5283,14,0
bad_greedy,34,42.8529,14,1
k=1,70,21.1714,14,46
k=2,70,21.1714,14,2308
greedy,78,18.8974,14,3
random,38,38.2632,14,0
bad_greedy,41,34.1951,14,1
k=1,79,18.9873,14,44
k=2,79,18.9873,14,2096
greedy,78,18.9231,14,3
random,44,34.0682,14,0
bad_greedy,51,27.7255,14,1
k=1,78,18.9231,14,42
k=2,78,18.9231,14,2090
greedy,75,19.7333,14,3
random,34,44,14,0
bad_greedy,46,32.087,14,1
k=1,75,19.7333,14,46
k=2,75,19.7333,14,2240
greedy,84,16.9762,15,3
random,55,27.1455,15,0
bad_greedy,51,27.9216,15,1
k=1,85,17.3529,15,41
k=2,85,17.3529,15,1997
greedy,80,18.075,15,3
random,53,27.3585,15,0
bad_greedy,42,34.9286,15,1
k=1,81,18.2099,15,49
k=2,81,18.2099,15,2402
greedy,76,19.4474,15,4
random,40,36.575,15,0
bad_greedy,56,26.1607,15,1
k=1,77,19.1948,15,49
k=2,77,19.1948,15,2161
greedy,78,18.641,15,3
random,43,34.8372,15,0
bad_greedy,49,29.5918,15,1
k=1,79,18.8861,15,42
k=2,79,18.7848,15,2017
greedy,74,20.2027,15,3
random,33,44.6061,15,0
bad_greedy,48,30.0833,15,1
k=1,74,19.8514,15,47
k=2,75,19.8133,15,2168
greedy,74,19.9459,15,3
random,49,30.5102,15,0
bad_greedy,45,32.7333,15,1
k=1,75,19.8667,15,55
