algorithm,coverage,cost_per_coverage,radius,time
bad_greedy,54,27.1852,18,1
k=1,85,17.5765,18,46
k=2,85,17.5765,18,2147
greedy,79,18.8228,17,3
random,42,34.5238,17,0
bad_greedy,45,32.3333,17,1
k=1,79,18.8228,17,48
k=2,79,18.8228,17,2049
greedy,81,17.5679,17,3
random,39,38.4359,17,0
bad_greedy,45,31.4,17,1
k=1,83,17.2048,17,44
k=2,84,17.5833,17,2055
greedy,87,16.7586,17,4
random,69,21.4058,17,0
bad_greedy,50,29.3,17,1
k=1,88,16.8977,17,44
k=2,88,16.8977,17,1868
greedy,87,16.6207,17,3
random,57,25.6316,17,0
bad_greedy,43,34.5349,17,1
k=1,88,16.6932,17,31
k=2,89,16.618,17,1542
greedy,86,17.4419,17,3
random,68,21.7059,17,0
bad_greedy,54,27.0556,17,1
k=1,86,17.4419,17,37
k=2,86,17.4419,17,1901
greedy,86,16.9186,17,3
random,44,33.4545,17,0
bad_greedy,55,25.7818,17,1
k=1,86,16.5465,17,52
k=2,87,16.7126,17,2247
greedy,88,16.6364,17,3
random,62,23.7742,17,0
bad_greedy,57,26.1053,17,1
k=1,88,16.6364,17,39
k=2,88,16.6364,17,1902
greedy,83,17.8434,17,3
random,46,32.0435,17,0
bad_greedy,51,27.9804,17,1
k=1,83,17.3133,17,35
k=2,83,17.1928,17,1727
greedy,82,16.9634,17,3
random,58,25.7586,17,0
bad_greedy,52,28.1154,17,1
k=1,83,17.7108,17,35
k=2,83,17.7108,17,1705
greedy,90,16.0778,17,3
random,52,28.1538,17,0
bad_greedy,50,28.28,17,1
k=1,91,16.4615,17,28
k=2,91,16.4615,17,1347
greedy,95,15.5158,20,3
random,74,20.1757,20,0
bad_greedy,59,25.1864,20,1
k=1,95,15.5158,20,28
k=2,95,15.5158,20,1272
greedy,92,15.8804,20,3
random,65,22.6615,20,0
bad_greedy,66,22.0303,20,1
k=1,93,15.7634,20,28
k=2,93,15.7204,20,1409
greedy,89,16.5955,20,3
random,74,19.973,20,0
bad_greedy,65,21.8923,20,1
k=1,89,16.0225,20,29
k=2,89,16.0225,20,1415
greedy,93,15.7419,20,3
random,68,21.4559,20,0
bad_greedy,67,21.597,20,1
k=1,93,15.6237,20,35
k=2,93,15.086,20,1811
greedy,93,15.7849,20,3
random,51,28.9412,20,0
bad_greedy,70,20.9,20,1
k=1,93,14.6882,20,30
k=2,93,14.6882,20,1369
greedy,91,16.0879,20,3
random,57,25.7368,20,0
bad_greedy,50,29.08,20,1
k=1,92,16.1522,20,31
k=2,92,15.8043,20,1493
greedy,90,15.7778,20,3
random,59,24.8136,20,0
bad_greedy,53,28.1887,20,1
k=1,91,16.1209,20,30
k=2,91,16.1209,20,1474
greedy,92,15.3587,20,3
random,65,22.4308,20,0
bad_greedy,43,33.4651,20,1
k=1,93,16.0968,20,32
k=2,93,16.0968,20,1522
greedy,87,16.2414,20,3
random,70,21.2286,20,0
bad_greedy,63,22.7937,20,2
k=1,89,16.6517,20,40
k=2,89,16.6517,20,1912
greedy,90,16.5333,20,3
random,51,29.2941,20,0
bad_greedy,60,24.2,20,1
k=1,90,15.9333,20,36
k=2,91,16.1538,20,1761
greedy,78,18.4103,16,3
random,53,27.5849,16,0
bad_greedy,50,28.4,16,1
k=1,80,18.7,16,41
k=2,80,18.4875,16,2118
greedy,88,16.7045,16,3
random,58,25.0862,16,0
bad_greedy,52,28.3269,16,1
k=1,88,16.7045,16,34
k=2,88,16.4205,16,1766
greedy,84,17.1667,16,3
random,47,31.0851,16,0
bad_greedy,54,26.6667,16,1
k=1,85,17.0471,16,34
k=2,86,17.0116,16,1733
greedy,85,17.2824,16,3
random,53,27.9434,16,0
bad_greedy,48,30.2083,16,1
k=1,86,17.2791,16,45
k=2,86,17.2791,16,2239
greedy,85,16.8941,16,3
random,59,25.0678,16,0
bad_greedy,55,27.1636,16,1
k=1,86,16.6395,16,37
k=2,86,16.6395,16,1821
greedy,78,18.6026,16,3
random,51,29.2941,16,0
bad_greedy,49,29.3878,16,1
k=1,79,18.7722,16,47
k=2,79,18.6962,16,2319
greedy,80,18.7375,16,3
random,61,24.4426,16,0
bad_greedy,55,26.4909,16,1
k=1,80,18.675,16,49
k=2,80,18.15,16,2364
greedy,80,18.1,16,3
random,32,46.0625,16,0
bad_greedy,47,30.234,16,1
k=1,81,17.9383,16,39
k=2,81,17.9383,16,1935
greedy,82,17.7927,16,3
random,53,28.2075,16,0
bad_greedy,53,27.3585,16,1
k=1,83,17.747,16,42
k=2,83,17.747,16,2009
greedy,75,19.3467,16,3
random,56,26.7857,16,0
bad_greedy,43,34,16,1
k=1,75,19.3467,16,43
k=2,75,19.3467,16,2096
greedy,61,24.2787,10,4
random,24,62.0417,10,0
bad_greedy,42,34.8095,10,1
k=1,61,24.2787,10,60
k=2,61,24.2787,10,2707
greedy,62,24.1935,10,3
random,29,51.5862,10,0
bad_greedy,43,32.7209,10,2
k=1,62,24.1935,10,60
k=2,62,24.1935,10,2787
greedy,52,28.4808,10,3
random,25,58.6,10,0
bad_greedy,44,33.4545,10,1
k=1,53,28.2642,10,56
k=2,53,28.2642,10,2939
greedy,62,23.3871,10,3
random,28,53.0357,10,0
bad_greedy,40,36.575,10,1
k=1,62,23.3871,10,50
k=2,62,23.3871,10,2640
greedy,61,24.0164,10,3
random,34,44.0588,10,0
bad_greedy,39,38.4103,10,2
k=1,61,24.0164,10,47
k=2,61,24.0164,10,2515
greedy,53,27.8113,10,3
random,28,52.75,10,0
bad_greedy,33,43.0303,10,1
k=1,53,27.8113,10,56
k=2,53,27.8113,10,2919
greedy,67,21.6866,10,3
random,34,43.7353,10,0
bad_greedy,43,34.3488,10,1
k=1,68,21.7794,10,47
k=2,68,21.7794,10,2557
greedy,57,25.5965,10,3
random,26,57.2308,10,0
bad_greedy,35,42.4857,10,2
k=1,57,25.5614,10,57
k=2,57,25.5614,10,2985
greedy,61,23.7541,10,3
random,30,49.8333,10,0
bad_greedy,35,40.7143,10,1
k=1,61,23.7541,10,46
k=2,61,23.7541,10,2779
greedy,64,22.6875,10,3
random,36,41.5278,10,0
bad_greedy,52,28.2885,10,2
k=1,65,22.2923,10,51
k=2,66,22.1667,10,2667
greedy,79,18.6076,16,3
random,42,34.9524,16,0
bad_greedy,49,29.0612,16,1
k=1,80,18.6125,16,43
k=2,80,18.6125,16,2074
greedy,83,17.759,16,3
random,60,24.75,16,0
bad_greedy,41,34.3415,16,1
k=1,84,17.7619,16,52
k=2,84,17.7619,16,2189
greedy,87,16.8621,16,3
random,56,26.4464,16,0
bad_greedy,62,22.9355,16,1
k=1,87,16.8621,16,34
k=2,87,16.8621,16,1921
greedy,76,19.0789,16,3
random,46,32.3478,16,0
bad_greedy,43,33.3721,16,1
k=1,77,18.8831,16,57
k=2,77,18.8831,16,2506
greedy,73,20.137,16,3
random,40,37.5,16,0
bad_greedy,44,33.6591,16,1
k=1,73,19.9041,16,53
k=2,73,19.9041,16,2429
greedy,87,16.7701,16,3
random,56,26.1607,16,0
bad_greedy,52,27.3077,16,2
k=1,88,16.9318,16,54
k=2,88,16.8182,16,1992
greedy,83,17.7831,16,3
random,42,35.0476,16,0
bad_greedy,47,30.8085,16,1
k=1,83,17.7831,16,45
k=2,83,17.7831,16,2228
greedy,78,18.5385,16,3
random,40,36.75,16,0
bad_greedy,55,26,16,1
k=1,79,18.519,16,54
k=2,79,18.443,16,2710
greedy,82,18.2195,16,3
random,53,28.2075,16,0
bad_greedy,47,31.5532,16,1
k=1,82,17.8659,16,41
k=2,82,17.8659,16,1918
greedy,77,18.8442,16,3
random,43,34.6977,16,0
bad_greedy,48,30.7917,16,1
k=1,78,18.8333,16,47
k=2,78,18.5256,16,2439
greedy,87,16.7701,20,3
random,62,23.7903,20,0
bad_greedy,46,32.2826,20,1
k=1,87,16.092,20,38
k=2,88,16.5227,20,1804
greedy,89,16.4831,20,3
random,54,26.8889,20,0
bad_greedy,55,27.0727,20,1
k=1,90,16.3,20,43
k=2,90,16.3,20,2103
greedy,86,16.7674,20,4
random,61,23.8361,20,0
bad_greedy,67,22.2687,20,1
k=1,86,16.7674,20,35
k=2,86,16.7674,20,1910
greedy,86,17.1163,20,3
random,45,32.5778,20,0
bad_greedy,55,27.2364,20,1
k=1,87,16.8391,20,30
k=2,87,16.8391,20,1465
greedy,91,16.1209,20,3
random,63,23.1587,20,0
bad_greedy,64,23.0156,20,1
k=1,91,16.1209,20,28
k=2,91,15.5385,20,1382
greedy,89,16,20,3
random,74,19.973,20,0
bad_greedy,58,25.569,20,1
k=1,90,15.6556,20,34
k=2,90,15.5667,20,1600
greedy,90,16.5778,20,3
random,67,21.806,20,0
bad_greedy,58,24.7759,20,1
k=1,90,15.6222,20,29
k=2,91,15.7692,20,1326
greedy,85,17.0588,20,4
random,49,29.6939,20,0
bad_greedy,46,31.6522,20,2
k=1,85,17.0588,20,45
k=2,85,17.0118,20,1691
greedy,78,18.3077,20,5
random,59,25.3898,20,0
bad_greedy,45,31.3333,20,2
k=1,79,18.519,20,60
k=2,79,18.519,20,2666
greedy,87,16.6207,20,4
random,54,27.5556,20,0
bad_greedy,52,27.0962,20,2
k=1,87,16.6207,20,54
k=2,87,16.6207,20,2624
greedy,81,17.8889,17,3
random,50,29.68,17,0
bad_greedy,49,28.7959,17,1
k=1,82,17.9268,17,45
k=2,83,18,17,2105
greedy,82,18.2805,17,3
random,66,22.2576,17,0
bad_greedy,45,32.6,17,1
k=1,82,17.7561,17,33
k=2,83,17.6747,17,1586
greedy,87,17.0575,17,3
random,50,29.38,17,0
bad_greedy,62,23.2419,17,1
k=1,87,16.9655,17,39
k=2,87,16.9655,17,1904
greedy,85,17.2,17,3
random,53,27.8868,17,0
bad_greedy,48,31.1458,17,1
k=1,86,17.0814,17,46
k=2,86,17.0233,17,2237
greedy,85,17.6118,17,3
random,54,27.7778,17,0
bad_greedy,46,32.1304,17,1
k=1,85,17.4941,17,33
k=2,85,17.4941,17,1608
greedy,76,19.7237,17,3
random,41,36.5122,17,0
bad_greedy,48,31.25,17,1
k=1,77,19.3117,17,44
k=2,77,19.3117,17,2129
greedy,83,17.8434,17,3
random,55,26.7818,17,0
bad_greedy,39,38.3846,17,1
k=1,84,17.6071,17,39
k=2,84,17.6071,17,1913
greedy,84,17.1548,17,3
random,54,26.8333,17,0
bad_greedy,55,27.0364,17,1
k=1,84,17.119,17,39
k=2,84,17.119,17,1916
greedy,80,17.675,17,3
random,52,28.4423,17,0
bad_greedy,45,31.6,17,1
k=1,82,18.1951,17,38
k=2,82,18.1951,17,1854
greedy,84,17.3571,17,3
random,51,28.4314,17,0
bad_greedy,41,35.0976,17,1
k=1,85,17.6,17,34
k=2,85,17.6,17,1710
greedy,62,23.6935,11,4
random,39,37.6154,11,0
bad_greedy,32,45.0938,11,1
k=1,63,23.381,11,49
k=2,63,23.381,11,2609
greedy,59,25.2373,11,3
random,30,49.0333,11,0
bad_greedy,33,42.8485,11,1
k=1,60,24.65,11,66
k=2,60,24.65,11,2817
greedy,55,27.0545,11,3
random,29,51.2414,11,0
bad_greedy,31,47.0968,11,1
k=1,55,26.2,11,77
k=2,55,26.2,11,2953
greedy,63,23.6984,11,3
random,39,37.9744,11,0
bad_greedy,37,39.1081,11,1
k=1,63,23.1905,11,53
k=2,64,23.3281,11,2732
greedy,62,23.8387,11,3
random,28,52.3929,11,0
bad_greedy,36,41.5556,11,1
k=1,62,23.8226,11,58
k=2,62,23.7419,11,2837
greedy,57,26.2105,11,3
random,26,57.3846,11,0
bad_greedy,33,43.2121,11,1
k=1,57,25.7018,11,64
k=2,57,25.7018,11,3027
greedy,60,24.6,11,3
random,37,40.4865,11,0
bad_greedy,40,35.125,11,1
k=1,60,24.6,11,53
k=2,60,24.6,11,2880
greedy,64,23.0469,11,4
random,24,60.875,11,0
bad_greedy,38,38.2895,11,1
k=1,64,23.0469,11,70
k=2,64,23.0469,11,2872
greedy,60,24.7333,11,3
random,30,48.5,11,0
bad_greedy,35,41.4857,11,2
k=1,60,24.7333,11,58
k=2,60,24.7333,11,2605
greedy,66,22.2576,11,3
random,37,39.4054,11,0
bad_greedy,36,40.3333,11,1
k=1,66,22.2576,11,51
k=2,66,22.2576,11,2548
greedy,58,25.2414,11,3
random,25,59.28,11,0
bad_greedy,34,42.4412,11,1
k=1,58,25.2414,11,52
k=2,58,25.1897,11,2450
greedy,68,21.8824,11,3
random,27,55.4444,11,0
bad_greedy,33,43.2727,11,1
k=1,68,21.8824,11,48
k=2,68,21.8824,11,2368
greedy,59,25.1186,11,4
random,35,41.8857,11,0
bad_greedy,29,49.1034,11,1
k=1,60,24.8667,11,54
k=2,60,24.4,11,2589
greedy,63,23.4762,11,3
random,30,48.3667,11,0
bad_greedy,31,45.4516,11,1
k=1,64,23.25,11,55
k=2,64,23.25,11,2705
greedy,57,25.7368,11,3
random,36,41.6389,11,0
bad_greedy,39,38.2821,11,1
k=1,58,25.2931,11,51
k=2,58,25.2931,11,2486
greedy,67,21.9851,11,3
random,29,51.3793,11,0
bad_greedy,42,34.8333,11,1
k=1,68,21.9265,11,50
k=2,68,21.9265,11,2419
greedy,66,22.3788,11,3
random,39,37.6923,11,0
bad_greedy,38,37.6316,11,1
k=1,66,21.5,11,52
k=2,66,21.5,11,2582
greedy,69,21.5797,11,3
random,28,53.0714,11,0
bad_greedy,51,28.1765,11,1
k=1,69,21.5797,11,49
k=2,69,21.5797,11,2400
greedy,63,23.6984,11,3
random,28,52.7857,11,0
bad_greedy,40,37.25,11,1
k=1,63,23.6825,11,51
k=2,63,23.6825,11,2510
greedy,60,24.7833,11,3
random,30,49.3667,11,0
bad_greedy,35,42.1143,11,1
k=1,60,24.7833,11,50
k=2,60,24.7833,11,2413
greedy,57,26,10,3
random,27,53.8148,10,0
bad_greedy,36,39.8056,10,1
k=1,58,25.569,10,52
k=2,58,25.569,10,2609
greedy,62,23,10,3
random,47,31.617,10,0
bad_greedy,40,35.975,10,2
k=1,64,23.0625,10,53
k=2,64,23.0625,10,2662
greedy,58,25.2759,10,3
random,27,53.8889,10,0
bad_greedy,40,36.225,10,1
k=1,58,25.2069,10,53
k=2,58,25.2069,10,2567
greedy,61,23.9672,10,4
random,25,59.72,10,0
bad_greedy,38,38.5789,10,1
k=1,61,23.9508,10,55
k=2,61,23.9508,10,2749
greedy,61,23.7869,10,3
random,29,51.2069,10,0
bad_greedy,35,41.1143,10,1
k=1,61,23.7869,10,50
k=2,61,23.7869,10,2550
greedy,58,25.3621,10,3
random,33,44.4545,10,0
bad_greedy,43,33.1163,10,1
k=1,59,25.2373,10,52
k=2,59,25.2373,10,2559
greedy,58,25.4655,10,3
random,31,47.5806,10,0
bad_greedy,36,40.0278,10,2
k=1,59,25.3051,10,58
k=2,59,25.3051,10,2590
greedy,56,26.2679,10,3
random,28,53.5357,10,0
bad_greedy,38,38.7895,10,1
k=1,56,26.2679,10,58
k=2,56,26.2679,10,2654
greedy,57,26.0877,10,3
random,33,45.1212,10,0
bad_greedy,32,45.7812,10,1
k=1,57,25.8246,10,53
k=2,57,25.8246,10,2624
greedy,61,23.8525,10,3
random,27,54.9259,10,0
bad_greedy,44,32.0227,10,1
k=1,61,23.8525,10,54
k=2,61,23.8525,10,2448
greedy,80,18.3625,16,3
random,44,33.7955,16,0
bad_greedy,56,25.8929,16,1
k=1,82,18.1951,16,44
k=2,82,18.0488,16,2131
greedy,81,17.963,16,3
random,47,31.2979,16,0
bad_greedy,49,30.2245,16,1
k=1,82,17.9634,16,37
k=2,82,17.4146,16,1801
greedy,83,17.7831,16,3
random,57,25.7193,16,0
bad_greedy,48,30.4375,16,1
k=1,83,17.3735,16,41
k=2,84,17.5119,16,2089
greedy,85,17.1176,16,3
random,57,26.2281,16,0
bad_greedy,53,27.9623,16,1
k=1,85,17.1176,16,34
k=2,85,17.1176,16,1679
greedy,79,18.7975,16,3
random,28,52,16,0
bad_greedy,54,26.8148,16,1
k=1,80,18.65,16,49
k=2,80,18.3625,16,2360
greedy,77,18.8182,16,3
random,39,37.8718,16,0
bad_greedy,46,32.087,16,1
k=1,79,18.8861,16,50
k=2,80,18.6125,16,2287
greedy,80,18.6,16,3
random,48,30.8958,16,0
bad_greedy,48,30.4375,16,1
k=1,81,18.0247,16,40
k=2,81,18.0247,16,1968
greedy,86,17.3721,16,3
random,49,30.5714,16,0
bad_greedy,52,27.1346,16,2
k=1,86,17.3721,16,41
k=2,86,17.3721,16,2022
greedy,83,17.6024,16,3
random,23,63.4783,16,0
bad_greedy,45,32.5333,16,1
k=1,83,17.5904,16,45
k=2,83,17.5904,16,2217
greedy,79,18.962,16,3
random,38,38.6842,16,0
bad_greedy,36,40.1944,16,1
k=1,79,18.7342,16,48
k=2,79,18.6709,16,2397
greedy,77,18.9221,15,3
random,58,25.2931,15,0
bad_greedy,40,37,15,1
k=1,77,18.9221,15,45
k=2,77,18.9221,15,2248
greedy,78,18.6282,15,3
random,44,33.9773,15,0
bad_greedy,38,38.1316,15,1
k=1,79,18.5063,15,45
k=2,80,18.525,15,2216
greedy,79,18.6076,15,3
random,54,27.5926,15,0
bad_greedy,39,36.9487,15,2
k=1,80,18.5625,15,45
k=2,80,17.925,15,2221
greedy,83,17.9518,15,3
random,56,26.3929,15,0
bad_greedy,44,32.9545,15,1
k=1,84,17.7857,15,44
k=2,84,17.7857,15,2169
greedy,81,17.7037,15,3
random,38,39.3947,15,0
bad_greedy,37,38.2973,15,1
k=1,81,17.5062,15,40
k=2,81,17.5062,15,2025
greedy,77,19.0649,15,3
random,40,36.5,15,0
bad_greedy,53,27.1321,15,1
k=1,78,19.0385,15,48
k=2,78,18.7308,15,2243
greedy,82,17.939,15,3
random,58,25.1034,15,0
bad_greedy,55,25.5818,15,1
k=1,82,17.9146,15,36
k=2,82,17.8902,15,1804
greedy,80,18.5875,15,3
random,40,37.15,15,0
bad_greedy,53,27.3585,15,1
k=1,80,18.5875,15,39
k=2,80,18.5875,15,1963
greedy,82,18.2683,15,3
random,50,29.34,15,0
bad_greedy,55,26.9273,15,1
k=1,82,17.5732,15,37
k=2,82,17.5732,15,1897
greedy,84,17.5238,15,3
random,63,23.2698,15,0
bad_greedy,47,30.0213,15,2
k=1,84,17.4881,15,33
k=2,84,17.4881,15,1639
greedy,92,15.9891,20,4
random,57,25.6491,20,0
bad_greedy,48,30.5208,20,1
k=1,92,15.5761,20,34
k=2,92,15.5761,20,1561
greedy,87,17.1034,20,3
random,59,25.0678,20,0
bad_greedy,41,35.2439,20,1
k=1,87,16.977,20,30
k=2,87,16.977,20,1434
greedy,93,15.1828,20,3
random,57,26.1404,20,0
bad_greedy,57,25.4561,20,1
k=1,94,15.4894,20,32
k=2,94,15.2234,20,1393
greedy,88,16.6705,20,3
random,51,28.5098,20,0
bad_greedy,49,29.0408,20,1
k=1,88,16.6705,20,28
k=2,88,16.6705,20,1360
greedy,89,16.8202,20,3
random,61,24.2623,20,0
bad_greedy,57,25.6316,20,1
k=1,89,16.8202,20,32
k=2,89,16.8202,20,1551
greedy,94,14.4681,20,3
random,60,24.3167,20,0
bad_greedy,62,23.7258,20,1
k=1,95,15.4842,20,26
k=2,95,15.0947,20,1241
greedy,88,16.7614,20,3
random,76,19.6447,20,0
bad_greedy,54,27,20,1
k=1,88,16.1477,20,27
k=2,88,16.1364,20,1290
greedy,93,15.5914,20,4
random,78,18.8333,20,0
bad_greedy,43,33.3256,20,1
k=1,93,15.1398,20,32
k=2,93,15.1398,20,1526
greedy,85,17.3294,20,3
random,61,24.5738,20,0
bad_greedy,55,26.7273,20,1
k=1,86,16.8953,20,32
k=2,87,16.908,20,1531
greedy,88,16.1705,20,3
random,56,26.2143,20,0
bad_greedy,48,29.5,20,1
k=1,88,16.1705,20,35
k=2,88,16.1705,20,1667
greedy,72,20.25,15,3
random,37,40.5405,15,0
bad_greedy,48,29.5833,15,1
k=1,72,20.25,15,50
k=2,72,20.25,15,2439
greedy,82,18.0122,15,3
random,55,26.7455,15,0
bad_greedy,55,25.6182,15,1
k=1,83,17.9518,15,44
k=2,83,17.9518,15,1711
greedy,81,17.5309,15,3
random,48,30.7292,15,0
bad_greedy,37,38.7297,15,1
k=1,81,17.5309,15,40
k=2,81,17.5309,15,1964
greedy,74,19.7703,15,3
random,35,42.4857,15,0
bad_greedy,39,38.1795,15,1
k=1,74,19.6351,15,49
k=2,74,19.6351,15,2418
greedy,71,20.507,15,3
random,35,41.6,15,0
bad_greedy,36,40.4722,15,1
k=1,72,20.4167,15,47
k=2,73,20.3973,15,2271
greedy,76,19.5526,15,3
random,51,29.3333,15,0
bad_greedy,44,32.2045,15,1
k=1,76,19.4868,15,45
k=2,76,19.4868,15,2173
greedy,78,18.859,15,3
random,41,35.8293,15,0
bad_greedy,38,38.2368,15,2
k=1,78,18.859,15,42
k=2,78,18.859,15,2042
greedy,82,17.8171,15,3
random,60,24.9667,15,0
bad_greedy,36,40.1389,15,1
k=1,83,17.6145,15,35
k=2,83,17.6145,15,1638
greedy,74,20.2027,15,4
random,38,38.5263,15,0
bad_greedy,45,31.7556,15,1
k=1,74,20.2027,15,49
k=2,74,20.2027,15,2388
greedy,78,18.8333,15,3
random,44,33.3409,15,0
bad_greedy,56,25.9286,15,1
k=1,78,18.8333,15,47
k=2,78,18.8333,15,2259
greedy,75,19.5333,16,3
random,39,38.4103,16,0
bad_greedy,40,35.5,16,1
k=1,75,19.5333,16,64
k=2,75,19.5333,16,2383
greedy,80,18.025,16,3
random,50,29.98,16,0
bad_greedy,50,28.4,16,1
k=1,80,18.025,16,49
k=2,80,18.025,16,2193
greedy,84,17.0238,16,3
random,61,24.4426,16,0
bad_greedy,58,24.931,16,2
k=1,85,17.4706,16,36
k=2,85,16.8588,16,1915
greedy,70,21.2286,16,3
random,53,28.1698,16,0
bad_greedy,36,39.0278,16,1
k=1,70,21.2286,16,46
k=2,70,21.2286,16,2451
greedy,77,18.961,16,3
random,54,27.2778,16,0
bad_greedy,56,25.5179,16,1
k=1,79,18.5443,16,55
k=2,79,18.5443,16,2899
greedy,78,17.9744,16,3
random,52,28.8077,16,0
bad_greedy,40,35.95,16,1
k=1,79,18.5443,16,50
k=2,79,18.5443,16,2315
greedy,83,17.6747,16,3
random,56,26.3214,16,0
bad_greedy,50,28.3,16,1
k=1,83,16.9518,16,47
k=2,84,17.2619,16,2438
greedy,83,17.8434,16,3
random,44,33.8864,16,0
bad_greedy,60,23.7333,16,1
k=1,83,17.3253,16,38
k=2,83,17.3253,16,1991
greedy,80,18.2625,16,3
random,56,26.4821,16,0
bad_greedy,45,32.6444,16,1
k=1,80,18.2625,16,41
k=2,80,18.2625,16,1928
greedy,78,18.7564,16,3
random,44,33.8409,16,0
bad_greedy,60,24.85,16,1
k=1,78,18.6282,16,47
k=2,78,18.6282,16,2458
greedy,59,24.7966,10,3
random,34,43.1765,10,0
bad_greedy,30,49.7333,10,1
k=1,60,24.8167,10,52
k=2,60,24.75,10,2555
greedy,54,27.5185,10,4
random,21,70.8095,10,0
bad_greedy,27,52.3704,10,1
k=1,54,27.463,10,54
k=2,54,27.463,10,2633
greedy,55,26.3091,10,3
random,22,67.9091,10,0
bad_greedy,39,37.359,10,1
k=1,55,26.3091,10,52
k=2,55,26.3091,10,2619
greedy,47,30.8085,10,3
random,24,61.1667,10,0
bad_greedy,28,52.5,10,1
k=1,48,30.0417,10,64
k=2,48,30.0417,10,2877
greedy,59,25.0847,10,3
random,20,73.75,10,0
bad_greedy,40,37.075,10,1
k=1,59,25.0847,10,55
k=2,59,25.0847,10,2660
greedy,61,24,10,3
random,22,67.6818,10,0
bad_greedy,35,42.4857,10,1
k=1,61,23.918,10,46
k=2,61,23.918,10,2279
greedy,60,24.2833,10,3
random,24,61.5,10,0
bad_greedy,47,31.383,10,1
k=1,61,24.1967,10,56
k=2,61,24.1967,10,2737
greedy,63,23.746,10,3
random,32,46.125,10,0
bad_greedy,41,35.7317,10,1
k=1,63,23.1746,10,47
k=2,63,23.0635,10,2310
greedy,53,28.1132,10,3
random,24,62.3333,10,0
bad_greedy,38,39.1053,10,2
k=1,53,27.4906,10,60
k=2,53,27.4906,10,2857
greedy,57,26.2982,10,4
random,32,46.625,10,0
bad_greedy,39,37.8718,10,1
k=1,57,26.2982,10,56
k=2,57,26.2982,10,2787
greedy,76,18.8553,16,3
random,53,27.8679,16,0
bad_greedy,51,28.7059,16,1
k=1,76,18.8553,16,47
k=2,76,18.8553,16,2419
greedy,75,19.3733,16,3
random,41,36.3171,16,0
bad_greedy,35,40.4857,16,1
k=1,76,19.1447,16,40
k=2,77,19.2727,16,1965
greedy,80,18.15,16,3
random,56,26.1786,16,0
bad_greedy,56,25.6071,16,1
k=1,80,18.15,16,43
k=2,80,18.15,16,2248
greedy,80,18.1875,16,3
random,57,26,16,0
bad_greedy,37,40.2162,16,1
k=1,81,17.9136,16,43
k=2,81,17.6173,16,2154
greedy,87,17.1839,16,3
random,58,25.6724,16,0
bad_greedy,65,21.5538,16,1
k=1,87,17.1839,16,35
k=2,87,17.1839,16,1743
greedy,81,18.1975,16,3
random,46,31.7391,16,0
bad_greedy,47,30,16,1
k=1,81,18.1975,16,42
k=2,81,18.1358,16,2051
greedy,80,18.025,16,3
random,54,27.6852,16,0
bad_greedy,48,30.75,16,1
k=1,81,18.358,16,40
k=2,81,18.2593,16,2019
greedy,84,17.3452,16,3
random,60,24.9667,16,0
bad_greedy,52,28.4423,16,1
k=1,84,17.1429,16,38
k=2,84,17.1429,16,1868
greedy,87,16.4598,16,3
random,56,26.1786,16,0
bad_greedy,50,28.28,16,1
k=1,87,16.4598,16,33
k=2,87,16.4598,16,1623
greedy,80,18.475,16,3
random,35,42.2857,16,0
bad_greedy,48,29.9375,16,1
k=1,80,18.425,16,43
k=2,80,18.425,16,2093
greedy,54,27.6296,10,3
random,28,52.1071,10,0
bad_greedy,40,37.025,10,1
k=1,54,27.5,10,67
k=2,54,27.5,10,2929
greedy,57,26.1579,10,3
random,23,65.1739,10,0
bad_greedy,36,40.6944,10,1
k=1,57,26.1579,10,51
k=2,57,26.1579,10,2627
greedy,64,22.7031,10,3
random,40,37.45,10,0
bad_greedy,35,41.2857,10,1
k=1,64,22.7031,10,48
k=2,64,22.7031,10,2485
greedy,56,26.7857,10,4
random,28,52,10,0
bad_greedy,32,45.7188,10,1
k=1,56,26.7857,10,58
k=2,56,26.7857,10,2760
greedy,56,26.4107,10,3
random,27,54.8519,10,0
bad_greedy,35,41.7143,10,1
k=1,56,26.4107,10,54
k=2,56,26.4107,10,2700
greedy,57,26.1579,10,3
random,29,51.6552,10,0
bad_greedy,36,39.0556,10,1
k=1,57,26.1579,10,52
k=2,57,26.1579,10,2617
greedy,59,24.5932,10,3
random,21,71.381,10,0
bad_greedy,41,34.9268,10,1
k=1,59,24.4407,10,55
k=2,59,24.4407,10,2827
greedy,57,26.193,10,3
random,30,48.4,10,0
bad_greedy,30,47.6667,10,1
k=1,57,25.7895,10,55
k=2,57,25.7895,10,3064
greedy,55,27.2182,10,3
random,34,43.5588,10,0
bad_greedy,26,54.0769,10,1
k=1,55,26.4727,10,54
k=2,56,26.7679,10,2712
greedy,71,20.9859,10,4
random,26,57.5,10,0
bad_greedy,48,29.9167,10,1
k=1,71,20.5352,10,46
k=2,71,20.5352,10,2368
greedy,84,17.5357,15,3
random,57,26.2281,15,0
bad_greedy,42,34.119,15,1
k=1,84,16.869,15,35
k=2,84,16.869,15,1694
greedy,81,18,15,3
random,53,27.8868,15,0
bad_greedy,47,31.1277,15,1
k=1,81,17.8765,15,45
k=2,81,17.5926,15,2008
greedy,84,16.7976,15,3
random,54,27.7037,15,0
bad_greedy,66,21.8636,15,1
k=1,84,16.6548,15,38
k=2,84,16.6548,15,1851
greedy,80,18.3125,15,3
