algorithm,coverage,cost_per_coverage,radius,time
random,100,4.54,10,0
bad_greedy,100,4.54,10,1
k=1,100,1.31,10,36
k=2,100,1.28,10,1752
greedy,100,1.29,10,3
random,100,4.38,10,0
bad_greedy,100,4.38,10,1
k=1,100,1.24,10,37
k=2,100,1.22,10,1877
greedy,100,0.46,16,3
random,100,4.5,16,0
bad_greedy,100,4.5,16,1
k=1,100,0.44,16,19
k=2,100,0.44,16,879
greedy,100,0.59,16,3
random,100,4.59,16,0
bad_greedy,100,4.59,16,1
k=1,100,0.57,16,22
k=2,100,0.55,16,1003
greedy,100,0.62,16,3
random,100,4.66,16,0
bad_greedy,100,4.66,16,1
k=1,100,0.59,16,22
k=2,100,0.56,16,984
greedy,100,0.62,16,3
random,100,4.48,16,0
bad_greedy,100,4.48,16,1
k=1,100,0.59,16,21
k=2,100,0.57,16,962
greedy,100,0.45,16,3
random,100,4.77,16,0
bad_greedy,100,4.77,16,1
k=1,100,0.43,16,20
k=2,100,0.41,16,918
greedy,100,0.58,16,3
random,100,4.52,16,0
bad_greedy,100,4.52,16,1
k=1,100,0.56,16,20
k=2,100,0.55,16,984
greedy,100,0.48,16,3
random,100,4.62,16,0
bad_greedy,100,4.62,16,1
k=1,100,0.46,16,21
k=2,100,0.46,16,947
greedy,100,0.41,16,3
random,100,4.26,16,0
bad_greedy,100,4.26,16,1
k=1,100,0.4,16,22
k=2,100,0.4,16,1003
greedy,100,0.66,16,3
random,100,4.68,16,0
bad_greedy,100,4.68,16,1
k=1,100,0.63,16,22
k=2,100,0.61,16,962
greedy,100,0.52,16,3
random,100,4.61,16,0
bad_greedy,100,4.61,16,1
k=1,100,0.5,16,21
k=2,100,0.49,16,907
greedy,100,4.48,1,3
random,100,4.58,1,0
bad_greedy,100,4.58,1,1
k=1,100,4.48,1,64
k=2,100,4.48,1,3248
greedy,100,4.46,1,3
random,100,4.46,1,0
bad_greedy,100,4.46,1,1
k=1,100,4.46,1,65
k=2,100,4.46,1,3358
greedy,100,4.51,1,3
random,100,4.51,1,0
bad_greedy,100,4.51,1,1
k=1,100,4.51,1,72
k=2,100,4.51,1,3324
greedy,100,4.66,1,3
random,100,4.66,1,0
bad_greedy,100,4.66,1,1
k=1,100,4.66,1,68
k=2,100,4.66,1,3353
greedy,100,4.31,1,6
random,100,4.37,1,0
bad_greedy,100,4.37,1,1
k=1,100,4.31,1,68
k=2,100,4.31,1,3316
greedy,100,4.33,1,3
random,100,4.33,1,0
bad_greedy,100,4.33,1,1
k=1,100,4.33,1,65
k=2,100,4.33,1,3270
greedy,100,4.73,1,3
random,100,4.77,1,0
bad_greedy,100,4.77,1,1
k=1,100,4.73,1,65
k=2,100,4.73,1,3324
greedy,100,4.45,1,3
random,100,4.45,1,0
bad_greedy,100,4.45,1,1
k=1,100,4.45,1,65
k=2,100,4.45,1,3330
greedy,99,4.26263,1,3
random,100,4.21,1,0
bad_greedy,100,4.21,1,1
k=1,100,4.21,1,70
k=2,100,4.21,1,3229
greedy,100,4.45,1,3
random,100,4.49,1,0
bad_greedy,100,4.49,1,1
k=1,100,4.45,1,66
k=2,100,4.45,1,3316
greedy,100,4.17,2,3
random,100,4.41,2,0
bad_greedy,100,4.41,2,1
k=1,100,4.17,2,63
k=2,100,4.17,2,3172
greedy,100,4.07,2,3
random,100,4.37,2,0
bad_greedy,100,4.37,2,2
k=1,100,4.07,2,63
k=2,100,4.07,2,3597
greedy,100,4.08,2,4
random,100,4.52,2,0
bad_greedy,100,4.52,2,1
k=1,100,4.08,2,67
k=2,100,4.08,2,3563
greedy,100,4.12,2,3
random,100,4.48,2,0
bad_greedy,100,4.48,2,1
k=1,100,4.12,2,65
k=2,100,4.12,2,3418
greedy,100,4.62,2,3
random,100,4.82,2,0
bad_greedy,100,4.82,2,1
k=1,100,4.62,2,68
k=2,100,4.62,2,3261
greedy,100,4.56,2,3
random,100,4.7,2,0
bad_greedy,100,4.7,2,1
k=1,100,4.56,2,65
k=2,100,4.56,2,3201
greedy,100,4.25,2,3
random,100,4.43,2,0
bad_greedy,100,4.43,2,1
k=1,100,4.25,2,64
k=2,100,4.25,2,3257
greedy,100,4.54,2,3
random,100,4.73,2,0
bad_greedy,100,4.73,2,1
k=1,100,4.54,2,64
k=2,100,4.54,2,3178
greedy,100,4.18,2,3
random,100,4.73,2,0
bad_greedy,100,4.73,2,1
k=1,100,4.18,2,64
k=2,100,4.18,2,3180
greedy,100,4,2,3
random,100,4.24,2,0
bad_greedy,100,4.24,2,1
k=1,100,4,2,64
k=2,100,4,2,3149
greedy,100,3.09,5,3
random,100,4.45,5,0
bad_greedy,100,4.45,5,1
k=1,100,3.06,5,56
k=2,100,3.05,5,2754
greedy,100,2.85,5,3
random,100,4.06,5,0
bad_greedy,100,4.06,5,1
k=1,100,2.8,5,55
k=2,100,2.78,5,2743
greedy,100,2.95,5,3
random,100,4.42,5,0
bad_greedy,100,4.42,5,1
k=1,100,2.95,5,55
k=2,100,2.95,5,2799
greedy,100,3.46,5,3
random,100,4.55,5,0
bad_greedy,100,4.55,5,1
k=1,100,3.46,5,65
k=2,100,3.46,5,2880
greedy,100,2.61,5,4
random,100,4.09,5,0
bad_greedy,100,4.09,5,2
k=1,100,2.58,5,55
k=2,100,2.56,5,2663
greedy,100,3.08,5,3
random,100,4.31,5,0
bad_greedy,100,4.31,5,1
k=1,100,3.05,5,58
k=2,100,3.03,5,3024
greedy,100,3.29,5,3
random,100,4.57,5,0
bad_greedy,100,4.57,5,1
k=1,100,3.28,5,58
k=2,100,3.28,5,2813
greedy,100,3.16,5,3
random,100,4.43,5,0
bad_greedy,100,4.43,5,1
k=1,100,3.16,5,57
k=2,100,3.16,5,2791
greedy,100,3.07,5,3
random,100,4.62,5,0
bad_greedy,100,4.62,5,1
k=1,100,3.05,5,55
k=2,100,3.03,5,2751
greedy,100,3.18,5,4
random,100,4.63,5,0
bad_greedy,100,4.63,5,1
k=1,100,3.16,5,57
k=2,100,3.15,5,2786
greedy,100,4.21,3,3
random,100,4.6,3,0
bad_greedy,100,4.6,3,2
k=1,100,4.21,3,74
k=2,100,4.21,3,3353
greedy,99,4.45455,3,3
random,100,4.74,3,0
bad_greedy,100,4.74,3,2
k=1,100,4.4,3,68
k=2,100,4.4,3,3385
greedy,100,3.6,3,3
random,100,4.32,3,0
bad_greedy,100,4.32,3,1
k=1,100,3.6,3,85
k=2,100,3.6,3,3241
greedy,100,3.74,3,3
random,100,4.32,3,0
bad_greedy,100,4.32,3,1
k=1,100,3.74,3,70
k=2,100,3.74,3,3312
greedy,100,3.53,3,3
random,100,4.37,3,0
bad_greedy,100,4.37,3,1
k=1,100,3.53,3,65
k=2,100,3.53,3,3323
greedy,100,4.22,3,3
random,100,4.76,3,0
bad_greedy,100,4.76,3,1
k=1,100,4.22,3,66
k=2,100,4.22,3,3387
greedy,100,3.9,3,3
random,100,4.61,3,0
bad_greedy,100,4.61,3,1
k=1,100,3.9,3,62
k=2,100,3.9,3,3295
greedy,99,3.67677,3,5
random,100,4.19,3,0
bad_greedy,100,4.19,3,1
k=1,100,3.62,3,75
k=2,100,3.62,3,3260
greedy,100,3.86,3,3
random,100,4.28,3,0
bad_greedy,100,4.28,3,2
k=1,100,3.86,3,72
k=2,100,3.86,3,3361
greedy,100,4.04,3,4
random,100,4.55,3,0
bad_greedy,100,4.55,3,1
k=1,100,4.04,3,64
k=2,100,4.04,3,3423
greedy,100,3.32,4,3
random,100,4.65,4,0
bad_greedy,100,4.65,4,1
k=1,100,3.28,4,61
k=2,100,3.26,4,3014
greedy,100,3.79,4,3
random,100,4.71,4,0
bad_greedy,100,4.71,4,2
k=1,100,3.79,4,70
k=2,100,3.79,4,3306
greedy,100,3.87,4,3
random,100,4.71,4,0
bad_greedy,100,4.71,4,1
k=1,100,3.86,4,62
k=2,100,3.86,4,3285
greedy,100,3.51,4,3
random,100,4.58,4,0
bad_greedy,100,4.58,4,1
k=1,100,3.48,4,68
k=2,100,3.47,4,3205
greedy,100,3.67,4,3
random,100,4.57,4,0
bad_greedy,100,4.57,4,2
k=1,100,3.67,4,67
k=2,100,3.67,4,3256
greedy,100,3.4,4,3
random,100,4.3,4,0
bad_greedy,100,4.3,4,1
k=1,100,3.4,4,61
k=2,100,3.4,4,3172
greedy,100,3.94,4,3
random,100,4.69,4,0
bad_greedy,100,4.69,4,1
k=1,100,3.91,4,66
k=2,100,3.91,4,3279
greedy,100,3.92,4,3
random,100,4.56,4,0
bad_greedy,100,4.56,4,1
k=1,100,3.91,4,67
k=2,100,3.9,4,3343
greedy,100,3.22,4,3
random,100,4.3,4,0
bad_greedy,100,4.3,4,1
k=1,100,3.22,4,59
k=2,100,3.22,4,3101
greedy,100,3.38,4,3
random,100,4.5,4,0
bad_greedy,100,4.5,4,1
k=1,100,3.35,4,58
k=2,100,3.34,4,3219
greedy,100,1.87,7,3
random,100,4.47,7,0
bad_greedy,100,4.47,7,1
k=1,100,1.84,7,44
k=2,100,1.82,7,2082
greedy,100,1.8,7,3
random,100,4.54,7,0
bad_greedy,100,4.54,7,1
k=1,100,1.77,7,45
k=2,100,1.74,7,2006
greedy,100,2.08,7,3
random,100,4.4,7,0
bad_greedy,100,4.4,7,1
k=1,100,2.04,7,44
k=2,100,2.04,7,2124
greedy,100,2.36,7,3
random,100,4.2,7,0
bad_greedy,100,4.2,7,1
k=1,100,2.35,7,50
k=2,100,2.34,7,2438
greedy,100,2.31,7,3
random,100,4.73,7,0
bad_greedy,100,4.73,7,1
k=1,100,2.24,7,47
k=2,100,2.23,7,2238
greedy,100,2.26,7,3
random,100,4.4,7,0
bad_greedy,100,4.4,7,1
k=1,100,2.26,7,48
k=2,100,2.26,7,2313
greedy,100,1.9,7,3
random,100,4.48,7,0
bad_greedy,100,4.48,7,1
k=1,100,1.87,7,44
k=2,100,1.84,7,2038
greedy,100,2.13,7,3
random,100,4.53,7,0
bad_greedy,100,4.53,7,1
k=1,100,2.12,7,46
k=2,100,2.11,7,2240
greedy,100,2.58,7,3
random,100,4.72,7,0
bad_greedy,100,4.72,7,1
k=1,100,2.55,7,47
k=2,100,2.52,7,2300
greedy,100,2.25,7,3
random,100,4.6,7,0
bad_greedy,100,4.6,7,1
k=1,100,2.19,7,44
k=2,100,2.17,7,2173
greedy,100,2.92,6,3
random,100,4.6,6,0
bad_greedy,100,4.6,6,1
k=1,100,2.92,6,55
k=2,100,2.92,6,2594
greedy,99,2.16162,6,3
random,100,4.11,6,0
bad_greedy,100,4.11,6,1
k=1,100,2.13,6,52
k=2,100,2.11,6,2577
greedy,100,2.57,6,3
random,100,4.51,6,0
bad_greedy,100,4.51,6,1
k=1,100,2.53,6,51
k=2,100,2.51,6,2505
greedy,100,2.67,6,3
random,100,4.58,6,0
bad_greedy,100,4.58,6,2
k=1,100,2.61,6,52
k=2,100,2.57,6,2621
greedy,100,2.48,6,4
random,100,4.48,6,0
bad_greedy,100,4.48,6,1
k=1,100,2.45,6,63
k=2,100,2.45,6,2610
greedy,100,2.44,6,3
random,100,4.46,6,0
bad_greedy,100,4.46,6,1
k=1,100,2.42,6,53
k=2,100,2.4,6,2874
greedy,100,2.48,6,3
random,100,4.37,6,0
bad_greedy,100,4.37,6,1
k=1,100,2.47,6,53
k=2,100,2.47,6,2602
greedy,100,2.37,6,3
random,100,4.4,6,0
bad_greedy,100,4.4,6,1
k=1,100,2.35,6,57
k=2,100,2.34,6,2593
greedy,100,2.56,6,3
random,100,4.41,6,0
bad_greedy,100,4.41,6,1
k=1,100,2.54,6,57
k=2,100,2.54,6,2503
greedy,98,2.29592,6,3
random,100,4.2,6,0
bad_greedy,100,4.2,6,1
k=1,99,2.25253,6,51
k=2,100,2.22,6,2400
greedy,100,0.66,14,3
random,100,4.24,14,0
bad_greedy,100,4.24,14,1
k=1,100,0.56,14,24
k=2,100,0.55,14,1140
greedy,100,0.76,14,3
random,100,4.74,14,0
bad_greedy,100,4.74,14,1
k=1,100,0.76,14,24
k=2,100,0.76,14,1104
greedy,100,0.61,14,3
random,100,4.38,14,0
bad_greedy,100,4.38,14,1
k=1,100,0.6,14,23
k=2,100,0.6,14,1090
greedy,100,0.85,14,3
random,100,4.5,14,0
bad_greedy,100,4.5,14,1
k=1,100,0.8,14,25
k=2,100,0.76,14,1206
greedy,100,0.53,14,3
random,100,4.39,14,0
bad_greedy,100,4.39,14,1
k=1,100,0.5,14,23
k=2,100,0.48,14,1038
greedy,100,0.76,14,3
random,100,4.44,14,0
bad_greedy,100,4.44,14,1
k=1,100,0.73,14,25
k=2,100,0.7,14,1178
greedy,100,0.6,14,3
random,100,4.08,14,0
bad_greedy,100,4.08,14,1
k=1,100,0.57,14,25
k=2,100,0.55,14,1122
greedy,100,0.72,14,3
random,100,4.63,14,0
bad_greedy,100,4.63,14,1
k=1,100,0.64,14,22
k=2,100,0.62,14,1117
greedy,100,0.62,14,3
random,100,4.41,14,0
bad_greedy,100,4.41,14,1
k=1,100,0.6,14,24
k=2,100,0.58,14,1106
greedy,100,0.59,14,3
random,100,4.27,14,0
bad_greedy,100,4.27,14,1
k=1,100,0.57,14,24
k=2,100,0.55,14,1125
greedy,100,0.65,15,3
random,100,4.55,15,0
bad_greedy,100,4.55,15,1
k=1,100,0.6,15,23
k=2,100,0.57,15,1169
greedy,100,0.75,15,3
random,100,4.49,15,0
bad_greedy,100,4.49,15,2
k=1,100,0.68,15,34
k=2,100,0.65,15,1186
greedy,100,0.88,15,3
random,100,4.63,15,0
bad_greedy,100,4.63,15,1
k=1,100,0.81,15,25
k=2,100,0.79,15,1265
greedy,100,0.57,15,3
random,100,4.48,15,0
bad_greedy,100,4.48,15,1
k=1,100,0.55,15,22
k=2,100,0.53,15,1143
greedy,100,0.65,15,3
random,100,4.59,15,0
bad_greedy,100,4.59,15,1
k=1,100,0.65,15,25
k=2,100,0.64,15,1470
greedy,100,0.63,15,3
random,100,4.75,15,0
bad_greedy,100,4.75,15,1
k=1,100,0.61,15,23
k=2,100,0.59,15,1175
greedy,100,0.63,15,3
random,100,4.4,15,0
bad_greedy,100,4.4,15,1
k=1,100,0.61,15,22
k=2,100,0.59,15,1044
greedy,100,0.7,15,3
random,100,4.59,15,0
bad_greedy,100,4.59,15,1
k=1,100,0.67,15,22
k=2,100,0.66,15,1092
greedy,100,0.44,15,3
random,100,4.19,15,0
bad_greedy,100,4.19,15,1
k=1,100,0.42,15,23
k=2,100,0.4,15,1192
greedy,100,0.51,15,3
random,100,4.42,15,0
bad_greedy,100,4.42,15,1
k=1,100,0.5,15,25
k=2,100,0.5,15,1154
greedy,100,1.66,9,3
random,100,4.5,9,0
bad_greedy,100,4.5,9,1
k=1,100,1.54,9,36
k=2,100,1.51,9,1810
greedy,100,1.28,9,3
random,100,4.18,9,0
bad_greedy,100,4.18,9,1
k=1,100,1.27,9,43
k=2,100,1.26,9,1952
greedy,100,1.55,9,3
random,100,4.73,9,0
bad_greedy,100,4.73,9,1
k=1,100,1.47,9,42
k=2,100,1.46,9,1919
greedy,100,1.62,9,3
random,100,4.43,9,0
bad_greedy,100,4.43,9,1
k=1,100,1.58,9,39
k=2,100,1.54,9,1929
greedy,100,1.32,9,3
random,100,4.28,9,0
bad_greedy,100,4.28,9,1
k=1,100,1.3,9,36
k=2,100,1.28,9,1761
greedy,99,1.20202,9,3
random,100,4.06,9,0
bad_greedy,100,4.06,9,1
k=1,100,1.17,9,42
k=2,100,1.15,9,1761
greedy,100,1.59,9,3
random,100,4.63,9,0
bad_greedy,100,4.63,9,1
k=1,100,1.56,9,38
k=2,100,1.54,9,1975
greedy,100,1.39,9,3
random,100,4.51,9,0
bad_greedy,100,4.51,9,1
k=1,100,1.35,9,37
k=2,100,1.33,9,1819
greedy,100,1.36,9,3
random,100,4.49,9,0
bad_greedy,100,4.49,9,1
k=1,100,1.31,9,37
k=2,100,1.28,9,1862
greedy,100,1.26,9,3
random,100,4.59,9,0
bad_greedy,100,4.59,9,1
k=1,100,1.26,9,50
k=2,100,1.23,9,1764
greedy,100,1.74,8,3
random,100,4.58,8,0
bad_greedy,100,4.58,8,1
k=1,100,1.71,8,40
k=2,100,1.69,8,2094
greedy,100,1.53,8,4
random,100,4.12,8,0
bad_greedy,100,4.12,8,1
k=1,100,1.51,8,45
k=2,100,1.49,8,2232
greedy,100,1.87,8,3
random,100,4.43,8,0
bad_greedy,100,4.43,8,1
k=1,100,1.84,8,44
k=2,100,1.82,8,2246
greedy,100,1.94,8,3
random,100,4.71,8,0
bad_greedy,100,4.71,8,1
k=1,100,1.91,8,43
k=2,100,1.89,8,2126
greedy,100,1.66,8,3
random,100,4.6,8,0
bad_greedy,100,4.6,8,2
k=1,100,1.62,8,45
k=2,100,1.61,8,2011
greedy,100,1.76,8,3
random,100,4.37,8,0
bad_greedy,100,4.37,8,1
k=1,100,1.72,8,45
k=2,100,1.71,8,2194
greedy,100,2.09,8,4
random,100,4.68,8,0
bad_greedy,100,4.68,8,1
k=1,100,2.07,8,45
k=2,100,2.05,8,2323
greedy,100,1.79,8,3
random,100,4.38,8,0
bad_greedy,100,4.38,8,1
k=1,100,1.72,8,41
k=2,100,1.7,8,2149
greedy,100,1.86,8,3
random,100,4.3,8,0
bad_greedy,100,4.3,8,2
k=1,100,1.84,8,43
k=2,100,1.83,8,2201
greedy,100,1.94,8,3
random,100,4.25,8,0
bad_greedy,100,4.25,8,1
k=1,100,1.93,8,46
k=2,100,1.92,8,2274
greedy,100,0.43,19,3
random,100,4.42,19,0
bad_greedy,100,4.42,19,1
k=1,100,0.41,19,18
k=2,100,0.39,19,827
greedy,100,0.28,19,3
random,100,4.35,19,0
bad_greedy,100,4.35,19,2
k=1,100,0.26,19,27
k=2,100,0.26,19,751
greedy,100,0.4,19,4
random,100,4.6,19,0
bad_greedy,100,4.6,19,1
k=1,100,0.39,19,24
k=2,100,0.39,19,720
greedy,100,0.32,19,3
random,100,4.54,19,0
bad_greedy,100,4.54,19,1
k=1,100,0.28,19,18
k=2,100,0.28,19,862
greedy,100,0.36,19,3
random,100,4.41,19,0
bad_greedy,100,4.41,19,1
k=1,100,0.34,19,17
k=2,100,0.33,19,784
greedy,100,0.47,19,3
random,100,4.58,19,0
bad_greedy,100,4.58,19,1
k=1,100,0.44,19,18
k=2,100,0.43,19,809
greedy,100,0.4,19,3
random,100,4.66,19,0
bad_greedy,100,4.66,19,1
k=1,100,0.35,19,18
k=2,100,0.34,19,875
greedy,100,0.35,19,3
random,100,4.52,19,0
bad_greedy,100,4.52,19,1
k=1,100,0.33,19,17
k=2,100,0.32,19,797
greedy,100,0.29,19,4
random,100,4.35,19,0
bad_greedy,100,4.35,19,1
k=1,100,0.26,19,16
k=2,100,0.25,19,750
greedy,100,0.35,19,3
random,100,4.67,19,0
bad_greedy,100,4.67,19,1
k=1,100,0.34,19,17
k=2,100,0.33,19,781
greedy,100,0.9,13,3
random,100,4.84,13,0
bad_greedy,100,4.84,13,1
k=1,100,0.85,13,27
k=2,100,0.83,13,1346
greedy,100,0.76,13,3
random,100,4.56,13,0
bad_greedy,100,4.56,13,1
k=1,100,0.73,13,25
k=2,100,0.7,13,1176
greedy,100,1.05,13,4
random,100,4.88,13,0
bad_greedy,100,4.88,13,1
k=1,100,0.95,13,28
k=2,100,0.92,13,1348
greedy,100,0.78,13,3
random,100,4.35,13,0
bad_greedy,100,4.35,13,1
k=1,100,0.77,13,26
k=2,100,0.76,13,1220
greedy,100,0.8,13,4
random,100,4.63,13,0
bad_greedy,100,4.63,13,1
k=1,100,0.73,13,37
k=2,100,0.72,13,1179
greedy,100,0.81,13,3
random,100,4.67,13,0
bad_greedy,100,4.67,13,1
k=1,100,0.79,13,26
k=2,100,0.78,13,1240
greedy,100,0.93,13,3
random,100,5,13,0
bad_greedy,100,5,13,1
k=1,100,0.9,13,25
k=2,100,0.88,13,1198
greedy,100,0.83,13,3
random,100,4.6,13,0
bad_greedy,100,4.6,13,1
k=1,100,0.83,13,27
k=2,100,0.8,13,1292
greedy,100,1.01,13,3
random,100,4.7,13,0
bad_greedy,100,4.7,13,1
k=1,100,1.01,13,27
k=2,100,0.98,13,1349
greedy,100,0.58,13,3
random,100,4.12,13,0
bad_greedy,100,4.12,13,1
k=1,100,0.57,13,27
k=2,100,0.56,13,1303
greedy,100,4.52,1,3
random,100,4.52,1,0
bad_greedy,100,4.52,1,1
k=1,100,4.52,1,65
k=2,100,4.52,1,3237
greedy,100,4.49,1,3
random,100,4.49,1,0
bad_greedy,100,4.49,1,1
k=1,100,4.49,1,69
k=2,100,4.49,1,3297
greedy,100,4.3,1,3
random,100,4.3,1,0
bad_greedy,100,4.3,1,2
k=1,100,4.3,1,65
k=2,100,4.3,1,3245
greedy,100,5.01,1,3
random,100,5.01,1,0
bad_greedy,100,5.01,1,1
k=1,100,5.01,1,65
k=2,100,5.01,1,3291
greedy,100,4.67,1,3
random,100,4.67,1,0
bad_greedy,100,4.67,1,1
k=1,100,4.67,1,72
k=2,100,4.67,1,3451
greedy,100,4.54,1,3
random,100,4.54,1,0
bad_greedy,100,4.54,1,1
k=1,100,4.54,1,65
k=2,100,4.54,1,3307
greedy,99,4.68687,1,3
random,100,4.62,1,0
bad_greedy,100,4.62,1,1
k=1,100,4.62,1,66
k=2,100,4.62,1,3378
greedy,100,4.55,1,3
random,100,4.6,1,0
bad_greedy,100,4.6,1,1
k=1,100,4.55,1,75
k=2,100,4.55,1,3258
greedy,99,4.19192,1,3
random,100,4.24,1,0
bad_greedy,100,4.24,1,1
k=1,100,4.14,1,64
k=2,100,4.14,1,3234
greedy,100,4.55,1,3
random,100,4.55,1,0
bad_greedy,100,4.55,1,1
k=1,100,4.55,1,69
k=2,100,4.55,1,3235
greedy,100,0.55,14,3
random,100,4.44,14,0
bad_greedy,100,4.44,14,1
k=1,100,0.53,14,21
k=2,100,0.53,14,975
greedy,100,0.6,14,3
random,100,4.5,14,0
bad_greedy,100,4.5,14,1
k=1,100,0.59,14,20
k=2,100,0.59,14,915
greedy,100,0.65,14,3
random,100,4.49,14,0
bad_greedy,100,4.49,14,1
k=1,100,0.62,14,24
k=2,100,0.61,14,1067
greedy,100,0.48,14,3
random,100,4.55,14,0
bad_greedy,100,4.55,14,1
k=1,100,0.47,14,21
k=2,100,0.47,14,954
greedy,100,0.64,14,3
random,100,4.18,14,0
bad_greedy,100,4.18,14,1
k=1,100,0.63,14,23
k=2,100,0.63,14,1106
greedy,100,0.62,14,3
random,100,4.22,14,0
bad_greedy,100,4.22,14,1
k=1,100,0.58,14,22
k=2,100,0.57,14,1007
greedy,100,0.74,14,3
random,100,4.47,14,0
bad_greedy,100,4.47,14,1
k=1,100,0.69,14,25
k=2,100,0.66,14,1156
greedy,100,0.76,14,4
random,100,4.35,14,0
bad_greedy,100,4.35,14,1
k=1,100,0.74,14,29
k=2,100,0.72,14,1166
greedy,100,0.69,14,3
random,100,4.67,14,0
bad_greedy,100,4.67,14,1
k=1,100,0.65,14,23
k=2,100,0.63,14,1072
greedy,100,0.77,14,3
random,100,4.4,14,0
bad_greedy,100,4.4,14,1
k=1,100,0.74,14,25
k=2,100,0.73,14,1187
greedy,100,0.83,13,3
random,100,4.53,13,0
bad_greedy,100,4.53,13,1
k=1,100,0.8,13,28
k=2,100,0.77,13,1529
greedy,100,0.9,13,3
random,100,4.41,13,0
bad_greedy,100,4.41,13,1
k=1,100,0.84,13,29
k=2,100,0.82,13,1549
greedy,100,0.72,13,3
random,100,4.41,13,0
bad_greedy,100,4.41,13,1
k=1,100,0.7,13,34
k=2,100,0.68,13,1353
greedy,100,0.55,13,4
random,100,4.19,13,0
bad_greedy,100,4.19,13,1
k=1,100,0.53,13,28
k=2,100,0.49,13,1220
greedy,100,0.85,13,3
random,100,4.51,13,0
bad_greedy,100,4.51,13,1
k=1,100,0.82,13,27
k=2,100,0.81,13,1458
greedy,100,0.74,13,3
random,100,4.66,13,0
bad_greedy,100,4.66,13,1
k=1,100,0.71,13,24
k=2,100,0.71,13,1183
greedy,100,0.89,13,3
random,100,4.78,13,0
bad_greedy,100,4.78,13,2
k=1,100,0.87,13,29
k=2,100,0.86,13,1297
greedy,100,0.76,13,3
random,100,4.28,13,0
bad_greedy,100,4.28,13,2
k=1,100,0.75,13,30
k=2,100,0.72,13,1429
greedy,100,0.94,13,3
random,100,4.87,13,0
bad_greedy,100,4.87,13,1
k=1,100,0.91,13,29
k=2,100,0.89,13,1416
greedy,100,0.99,13,3
random,100,4.32,13,0
bad_greedy,100,4.32,13,1
k=1,100,0.97,13,29
k=2,100,0.96,13,1446
greedy,100,4.35,2,3
random,100,4.58,2,0
bad_greedy,100,4.58,2,1
k=1,100,4.35,2,63
k=2,100,4.35,2,3454
greedy,100,4.1,2,3
random,100,4.42,2,0
bad_greedy,100,4.42,2,1
k=1,100,4.1,2,77
k=2,100,4.1,2,3271
greedy,99,4.25253,2,5
random,100,4.28,2,0
bad_greedy,100,4.28,2,1
k=1,100,4.2,2,85
k=2,100,4.2,2,3360
greedy,100,4.48,2,3
random,100,4.69,2,0
bad_greedy,100,4.69,2,1
k=1,100,4.48,2,74
k=2,100,4.48,2,3443
greedy,99,4.30303,2,3
random,100,4.69,2,0
bad_greedy,100,4.69,2,1
k=1,100,4.25,2,78
k=2,100,4.25,2,3421
greedy,100,4.35,2,3
random,100,4.45,2,0
bad_greedy,100,4.45,2,2
k=1,100,4.35,2,68
k=2,100,4.35,2,3524
greedy,100,4.16,2,5
random,100,4.5,2,0
bad_greedy,100,4.5,2,1
k=1,100,4.16,2,63
k=2,100,4.16,2,3447
greedy,99,4.50505,2,3
random,100,4.55,2,0
bad_greedy,100,4.55,2,1
k=1,100,4.45,2,77
k=2,100,4.45,2,3489
greedy,100,4.43,2,3
random,100,4.69,2,0
bad_greedy,100,4.69,2,1
k=1,100,4.41,2,76
k=2,100,4.41,2,3498
greedy,100,4.54,2,3
random,100,4.68,2,0
bad_greedy,100,4.68,2,1
k=1,100,4.54,2,68
k=2,100,4.54,2,3454
greedy,100,4.14,3,3
random,100,4.85,3,0
bad_greedy,100,4.85,3,1
k=1,100,4.14,3,61
k=2,100,4.14,3,3009
greedy,100,3.81,3,3
random,100,4.5,3,0
bad_greedy,100,4.5,3,1
k=1,100,3.81,3,63
k=2,100,3.81,3,3063
greedy,100,3.97,3,3
random,100,4.74,3,0
bad_greedy,100,4.74,3,1
k=1,100,3.95,3,60
k=2,100,3.95,3,3066
greedy,100,3.73,3,3
random,100,4.65,3,0
bad_greedy,100,4.65,3,1
k=1,100,3.73,3,62
k=2,100,3.73,3,3024
greedy,100,3.52,3,4
random,100,4.07,3,0
bad_greedy,100,4.07,3,1
k=1,100,3.52,3,62
k=2,100,3.52,3,3108
greedy,100,3.93,3,3
random,100,4.59,3,0
bad_greedy,100,4.59,3,1
k=1,100,3.93,3,61
k=2,100,3.93,3,3023
greedy,100,4.08,3,3
random,100,4.4,3,0
bad_greedy,100,4.4,3,1
k=1,100,4.08,3,65
k=2,100,4.08,3,3185
greedy,100,4.11,3,3
random,100,4.53,3,0
bad_greedy,100,4.53,3,1
k=1,100,4.11,3,63
k=2,100,4.11,3,3134
greedy,100,4.09,3,3
random,100,4.39,3,0
bad_greedy,100,4.39,3,1
k=1,100,4.09,3,63
k=2,100,4.09,3,3154
greedy,100,4.04,3,3
random,100,4.66,3,0
bad_greedy,100,4.66,3,1
k=1,100,4.01,3,62
k=2,100,4.01,3,3083
greedy,100,3.35,5,3
random,100,4.23,5,0
bad_greedy,100,4.23,5,1
k=1,100,3.31,5,57
k=2,100,3.28,5,2847
greedy,100,2.97,5,4
random,100,4.46,5,0
bad_greedy,100,4.46,5,1
k=1,100,2.94,5,52
k=2,100,2.94,5,2617
greedy,100,3.24,5,3
random,100,4.5,5,0
