algorithm,coverage,cost_per_coverage,radius,time
k=2,100,0.75,13,1214
greedy,100,0.95,13,4
random,100,4.73,13,0
bad_greedy,100,4.73,13,1
k=1,100,0.9,13,27
k=2,100,0.9,13,1258
greedy,100,0.78,13,3
random,100,4.52,13,0
bad_greedy,100,4.52,13,1
k=1,100,0.72,13,26
k=2,100,0.71,13,1226
greedy,100,0.87,13,3
random,100,4.45,13,0
bad_greedy,100,4.45,13,1
k=1,100,0.81,13,26
k=2,100,0.8,13,1209
greedy,100,0.78,13,3
random,100,4.72,13,0
bad_greedy,100,4.72,13,1
k=1,100,0.75,13,25
k=2,100,0.74,13,1181
greedy,100,0.85,13,3
random,100,4.5,13,0
bad_greedy,100,4.5,13,1
k=1,100,0.83,13,27
k=2,100,0.82,13,1272
greedy,100,0.77,13,3
random,100,4.27,13,0
bad_greedy,100,4.27,13,1
k=1,100,0.73,13,25
k=2,100,0.73,13,1215
greedy,100,0.8,13,3
random,100,4.43,13,0
bad_greedy,100,4.43,13,1
k=1,100,0.78,13,28
k=2,100,0.77,13,1216
greedy,100,0.37,18,3
random,100,4.7,18,0
bad_greedy,100,4.7,18,1
k=1,100,0.36,18,16
k=2,100,0.35,18,741
greedy,100,0.28,18,3
random,100,4.55,18,0
bad_greedy,100,4.55,18,1
k=1,100,0.26,18,17
k=2,100,0.26,18,776
greedy,100,0.36,18,3
random,100,4.46,18,0
bad_greedy,100,4.46,18,1
k=1,100,0.33,18,19
k=2,100,0.31,18,841
greedy,100,0.42,18,4
random,100,4.42,18,0
bad_greedy,100,4.42,18,1
k=1,100,0.4,18,19
k=2,100,0.4,18,804
greedy,100,0.27,18,3
random,100,4.39,18,0
bad_greedy,100,4.39,18,1
k=1,100,0.24,18,16
k=2,100,0.23,18,722
greedy,100,0.38,18,3
random,100,4.29,18,0
bad_greedy,100,4.29,18,1
k=1,100,0.36,18,18
k=2,100,0.34,18,776
greedy,100,0.45,18,3
random,100,4.55,18,0
bad_greedy,100,4.55,18,1
k=1,100,0.4,18,18
k=2,100,0.36,18,820
greedy,100,0.35,18,3
random,100,4.43,18,0
bad_greedy,100,4.43,18,1
k=1,100,0.34,18,17
k=2,100,0.34,18,775
greedy,100,0.43,18,3
random,100,4.54,18,0
bad_greedy,100,4.54,18,1
k=1,100,0.39,18,18
k=2,100,0.36,18,801
greedy,100,0.4,18,3
random,100,4.51,18,0
bad_greedy,100,4.51,18,1
k=1,100,0.38,18,18
k=2,100,0.36,18,786
greedy,100,4.51,1,3
random,100,4.51,1,0
bad_greedy,100,4.51,1,1
k=1,100,4.51,1,73
k=2,100,4.51,1,3241
greedy,99,4.85859,1,3
random,100,4.8,1,0
bad_greedy,100,4.8,1,1
k=1,100,4.8,1,62
k=2,100,4.8,1,3086
greedy,100,4.56,1,3
random,100,4.56,1,0
bad_greedy,100,4.56,1,1
k=1,100,4.56,1,64
k=2,100,4.56,1,3165
greedy,100,4.64,1,3
random,100,4.64,1,0
bad_greedy,100,4.64,1,1
k=1,100,4.64,1,63
k=2,100,4.64,1,3105
greedy,100,4.68,1,3
random,100,4.68,1,0
bad_greedy,100,4.68,1,1
k=1,100,4.68,1,64
k=2,100,4.68,1,3280
greedy,100,4.45,1,3
random,100,4.45,1,0
bad_greedy,100,4.45,1,1
k=1,100,4.45,1,64
k=2,100,4.45,1,3878
greedy,100,4.62,1,4
random,100,4.66,1,0
bad_greedy,100,4.66,1,1
k=1,100,4.62,1,72
k=2,100,4.62,1,3568
greedy,100,4.45,1,4
random,100,4.54,1,0
bad_greedy,100,4.54,1,1
k=1,100,4.45,1,78
k=2,100,4.45,1,3578
greedy,100,4.64,1,3
random,100,4.64,1,0
bad_greedy,100,4.64,1,1
k=1,100,4.64,1,63
k=2,100,4.64,1,3144
greedy,100,4.91,1,3
random,100,4.98,1,0
bad_greedy,100,4.98,1,1
k=1,100,4.91,1,62
k=2,100,4.91,1,3140
greedy,100,1.23,10,4
random,100,4.73,10,0
bad_greedy,100,4.73,10,1
k=1,100,1.2,10,31
k=2,100,1.19,10,1472
greedy,100,1.68,10,3
random,100,4.98,10,0
bad_greedy,100,4.98,10,1
k=1,100,1.63,10,34
k=2,100,1.6,10,1662
greedy,100,1.32,10,3
random,100,4.51,10,0
bad_greedy,100,4.51,10,1
k=1,100,1.27,10,34
k=2,100,1.25,10,1598
greedy,100,1.41,10,3
random,100,4.58,10,0
bad_greedy,100,4.58,10,1
k=1,100,1.37,10,36
k=2,100,1.35,10,1764
greedy,100,1.36,10,3
random,100,4.24,10,0
bad_greedy,100,4.24,10,1
k=1,100,1.23,10,37
k=2,100,1.2,10,1747
greedy,100,1.32,10,3
random,100,4.32,10,0
bad_greedy,100,4.32,10,1
k=1,100,1.29,10,35
k=2,100,1.26,10,1644
greedy,100,0.99,10,3
random,100,4.38,10,0
bad_greedy,100,4.38,10,1
k=1,100,0.98,10,30
k=2,100,0.98,10,1441
greedy,100,1.38,10,3
random,100,4.7,10,0
bad_greedy,100,4.7,10,1
k=1,100,1.34,10,34
k=2,100,1.33,10,1634
greedy,100,1.34,10,3
random,100,4.51,10,0
bad_greedy,100,4.51,10,1
k=1,100,1.32,10,36
k=2,100,1.31,10,1738
greedy,100,1.57,10,4
random,100,4.39,10,0
bad_greedy,100,4.39,10,1
k=1,100,1.54,10,39
k=2,100,1.52,10,2039
greedy,99,4.48485,2,3
random,100,4.61,2,0
bad_greedy,100,4.61,2,1
k=1,100,4.43,2,62
k=2,100,4.43,2,3084
greedy,100,4.26,2,4
random,100,4.6,2,0
bad_greedy,100,4.6,2,1
k=1,100,4.26,2,62
k=2,100,4.26,2,3054
greedy,100,4.22,2,3
random,100,4.45,2,0
bad_greedy,100,4.45,2,1
k=1,100,4.22,2,63
k=2,100,4.22,2,3088
greedy,100,4.42,2,3
random,100,4.58,2,0
bad_greedy,100,4.58,2,1
k=1,100,4.42,2,64
k=2,100,4.42,2,3108
greedy,100,4.28,2,3
random,100,4.55,2,0
bad_greedy,100,4.55,2,1
k=1,100,4.28,2,63
k=2,100,4.28,2,3047
greedy,99,4.17172,2,3
random,100,4.26,2,0
bad_greedy,100,4.26,2,1
k=1,100,4.11,2,63
k=2,100,4.06,2,3033
greedy,100,4.35,2,3
random,100,4.43,2,0
bad_greedy,100,4.43,2,1
k=1,100,4.35,2,62
k=2,100,4.35,2,3077
greedy,100,4.17,2,4
random,100,4.42,2,0
bad_greedy,100,4.42,2,1
k=1,100,4.17,2,63
k=2,100,4.17,2,3083
greedy,100,4.44,2,3
random,100,4.6,2,0
bad_greedy,100,4.6,2,1
k=1,100,4.44,2,65
k=2,100,4.44,2,3102
greedy,100,4.34,2,3
random,100,4.62,2,0
bad_greedy,100,4.62,2,1
k=1,100,4.34,2,63
k=2,100,4.34,2,3094
greedy,100,0.31,20,3
random,100,4.82,20,0
bad_greedy,100,4.82,20,1
k=1,100,0.28,20,15
k=2,100,0.26,20,694
greedy,100,0.26,20,3
random,100,4.34,20,0
bad_greedy,100,4.34,20,1
k=1,100,0.22,20,15
k=2,100,0.22,20,686
greedy,100,0.25,20,3
random,100,4.06,20,0
bad_greedy,100,4.06,20,1
k=1,100,0.23,20,15
k=2,100,0.23,20,662
greedy,100,0.31,20,4
random,100,4.77,20,0
bad_greedy,100,4.77,20,2
k=1,100,0.29,20,24
k=2,100,0.29,20,1020
greedy,100,0.35,20,3
random,100,4.54,20,0
bad_greedy,100,4.54,20,1
k=1,100,0.33,20,16
k=2,100,0.32,20,705
greedy,100,0.31,20,4
random,100,4.45,20,0
bad_greedy,100,4.45,20,1
k=1,100,0.29,20,26
k=2,100,0.28,20,1074
greedy,100,0.33,20,3
random,100,4.35,20,0
bad_greedy,100,4.35,20,1
k=1,100,0.31,20,22
k=2,100,0.3,20,1119
greedy,100,0.32,20,4
random,100,4.6,20,0
bad_greedy,100,4.6,20,2
k=1,100,0.31,20,28
k=2,100,0.3,20,863
greedy,100,0.34,20,3
random,100,4.51,20,0
bad_greedy,100,4.51,20,1
k=1,100,0.32,20,17
k=2,100,0.31,20,764
greedy,100,0.41,20,4
random,100,4.76,20,0
bad_greedy,100,4.76,20,1
k=1,100,0.38,20,16
k=2,100,0.37,20,695
greedy,100,0.24,19,4
random,100,4.62,19,0
bad_greedy,100,4.62,19,2
k=1,100,0.22,19,25
k=2,100,0.19,19,1081
greedy,100,0.43,19,4
random,100,4.41,19,0
bad_greedy,100,4.41,19,2
k=1,100,0.41,19,32
k=2,100,0.4,19,1313
greedy,100,0.34,19,5
random,100,4.71,19,0
bad_greedy,100,4.71,19,2
k=1,100,0.34,19,26
k=2,100,0.32,19,1176
greedy,100,0.33,19,4
random,100,4.12,19,0
bad_greedy,100,4.12,19,2
k=1,100,0.3,19,33
k=2,100,0.29,19,1083
greedy,100,0.36,19,3
random,100,4.68,19,0
bad_greedy,100,4.68,19,2
k=1,100,0.36,19,33
k=2,100,0.35,19,1004
greedy,100,0.3,19,3
random,100,4.67,19,0
bad_greedy,100,4.67,19,1
k=1,100,0.27,19,19
k=2,100,0.27,19,908
greedy,100,0.39,19,3
random,100,4.58,19,0
bad_greedy,100,4.58,19,2
k=1,100,0.36,19,18
k=2,100,0.34,19,855
greedy,100,0.44,19,3
random,100,4.87,19,0
bad_greedy,100,4.87,19,1
k=1,100,0.43,19,18
k=2,100,0.41,19,785
greedy,100,0.25,19,3
random,100,4.53,19,0
bad_greedy,100,4.53,19,1
k=1,100,0.25,19,14
k=2,100,0.25,19,676
greedy,100,0.31,19,3
random,100,4.06,19,0
bad_greedy,100,4.06,19,1
k=1,100,0.29,19,17
k=2,100,0.28,19,799
greedy,100,1.25,10,3
random,100,4.13,10,0
bad_greedy,100,4.13,10,1
k=1,100,1.22,10,37
k=2,100,1.21,10,1680
greedy,99,1.35354,10,3
random,100,4.24,10,0
bad_greedy,100,4.24,10,1
k=1,100,1.33,10,35
k=2,100,1.27,10,1624
greedy,100,1.29,10,3
random,100,4.68,10,0
bad_greedy,100,4.68,10,1
k=1,100,1.26,10,38
k=2,100,1.26,10,1664
greedy,100,1.12,10,3
random,100,4.21,10,0
bad_greedy,100,4.21,10,1
k=1,100,1.1,10,35
k=2,100,1.09,10,1683
greedy,100,1.23,10,3
random,100,4.44,10,0
bad_greedy,100,4.44,10,1
k=1,100,1.19,10,36
k=2,100,1.18,10,1579
greedy,100,1.26,10,3
random,100,4.6,10,0
bad_greedy,100,4.6,10,1
k=1,100,1.24,10,34
k=2,100,1.23,10,1591
greedy,100,0.99,10,3
random,100,4.54,10,0
bad_greedy,100,4.54,10,1
k=1,100,0.97,10,31
k=2,100,0.95,10,1525
greedy,100,1.44,10,4
random,100,4.85,10,0
bad_greedy,100,4.85,10,1
k=1,100,1.39,10,36
k=2,100,1.35,10,1732
greedy,100,1.39,10,3
random,100,4.5,10,0
bad_greedy,100,4.5,10,1
k=1,100,1.34,10,34
k=2,100,1.34,10,1708
greedy,100,1.42,10,3
random,100,4.88,10,0
bad_greedy,100,4.88,10,1
k=1,100,1.34,10,33
k=2,100,1.32,10,1550
greedy,100,0.37,20,3
random,100,4.35,20,0
bad_greedy,100,4.35,20,1
k=1,100,0.36,20,17
k=2,100,0.34,20,762
greedy,100,0.44,20,3
random,100,4.64,20,0
bad_greedy,100,4.64,20,1
k=1,100,0.4,20,18
k=2,100,0.37,20,774
greedy,100,0.31,20,3
random,100,4.87,20,0
bad_greedy,100,4.87,20,2
k=1,100,0.31,20,15
k=2,100,0.31,20,612
greedy,100,0.33,20,3
random,100,4.48,20,0
bad_greedy,100,4.48,20,1
k=1,100,0.32,20,16
k=2,100,0.31,20,734
greedy,100,0.27,20,3
random,100,4.29,20,0
bad_greedy,100,4.29,20,1
k=1,100,0.26,20,14
k=2,100,0.26,20,637
greedy,100,0.28,20,3
random,100,4.37,20,0
bad_greedy,100,4.37,20,1
k=1,100,0.26,20,19
k=2,100,0.26,20,683
greedy,100,0.3,20,3
random,100,4.52,20,0
bad_greedy,100,4.52,20,1
k=1,100,0.27,20,16
k=2,100,0.26,20,686
greedy,100,0.37,20,3
random,100,4.77,20,0
bad_greedy,100,4.77,20,1
k=1,100,0.33,20,16
k=2,100,0.3,20,704
greedy,100,0.44,20,3
random,100,4.88,20,0
bad_greedy,100,4.88,20,1
k=1,100,0.4,20,16
k=2,100,0.38,20,697
greedy,100,0.25,20,3
random,100,4.23,20,0
bad_greedy,100,4.23,20,1
k=1,100,0.24,20,16
k=2,100,0.23,20,716
greedy,100,3.97,3,3
random,100,4.68,3,0
bad_greedy,100,4.68,3,1
k=1,100,3.97,3,61
k=2,100,3.97,3,2995
greedy,100,4.51,3,3
random,100,4.73,3,0
bad_greedy,100,4.73,3,1
k=1,100,4.51,3,63
k=2,100,4.51,3,3130
greedy,99,3.59596,3,3
random,100,4.38,3,0
bad_greedy,100,4.38,3,1
k=1,100,3.55,3,61
k=2,100,3.52,3,2866
greedy,99,4.15152,3,3
random,100,4.44,3,0
bad_greedy,100,4.44,3,1
k=1,100,4.1,3,62
k=2,100,4.1,3,3019
greedy,100,3.43,3,3
random,100,4.32,3,0
bad_greedy,100,4.32,3,1
k=1,100,3.43,3,60
k=2,100,3.43,3,2875
greedy,100,4.02,3,3
random,100,4.55,3,0
bad_greedy,100,4.55,3,1
k=1,100,3.99,3,60
k=2,100,3.98,3,3054
greedy,100,4.09,3,3
random,100,4.66,3,0
bad_greedy,100,4.66,3,1
k=1,100,4.09,3,61
k=2,100,4.09,3,2991
greedy,100,4.07,3,3
random,100,4.8,3,0
bad_greedy,100,4.8,3,1
k=1,100,4.07,3,61
k=2,100,4.07,3,3034
greedy,100,3.68,3,3
random,100,4.38,3,0
bad_greedy,100,4.38,3,1
k=1,100,3.66,3,62
k=2,100,3.66,3,3038
greedy,100,4.06,3,3
random,100,4.68,3,0
bad_greedy,100,4.68,3,1
k=1,100,4.06,3,64
k=2,100,4.06,3,2993
greedy,100,0.59,16,3
random,100,4.91,16,0
bad_greedy,100,4.91,16,1
k=1,100,0.55,16,22
k=2,100,0.53,16,985
greedy,100,0.57,16,4
random,100,4.75,16,0
bad_greedy,100,4.75,16,1
k=1,100,0.55,16,20
k=2,100,0.55,16,920
greedy,100,0.52,16,3
random,100,4.63,16,0
bad_greedy,100,4.63,16,1
k=1,100,0.48,16,20
k=2,100,0.47,16,950
greedy,100,0.52,16,3
random,100,4.43,16,0
bad_greedy,100,4.43,16,1
k=1,100,0.49,16,22
k=2,100,0.47,16,973
greedy,100,0.47,16,3
random,100,4.07,16,0
bad_greedy,100,4.07,16,2
k=1,100,0.45,16,35
k=2,100,0.44,16,1508
greedy,100,0.49,16,4
random,100,4.23,16,0
bad_greedy,100,4.23,16,2
k=1,100,0.46,16,33
k=2,100,0.45,16,1386
greedy,100,0.47,16,3
random,100,4.57,16,0
bad_greedy,100,4.57,16,1
k=1,100,0.45,16,19
k=2,100,0.43,16,875
greedy,100,0.47,16,3
random,100,4.6,16,0
bad_greedy,100,4.6,16,1
k=1,100,0.45,16,24
k=2,100,0.43,16,961
greedy,100,0.54,16,3
random,100,4.3,16,0
bad_greedy,100,4.3,16,1
k=1,100,0.53,16,21
k=2,100,0.52,16,996
greedy,100,0.56,16,3
random,100,4.56,16,0
bad_greedy,100,4.56,16,1
k=1,100,0.54,16,21
k=2,100,0.53,16,1002
greedy,100,0.98,11,3
random,100,4.59,11,0
bad_greedy,100,4.59,11,1
k=1,100,0.94,11,29
k=2,100,0.94,11,1390
greedy,100,0.93,11,3
random,100,4.23,11,0
bad_greedy,100,4.23,11,1
k=1,100,0.92,11,31
k=2,100,0.92,11,1498
greedy,100,1.01,11,3
random,100,4.42,11,0
bad_greedy,100,4.42,11,1
k=1,100,0.97,11,29
k=2,100,0.95,11,1577
greedy,100,1.14,11,3
random,100,4.28,11,0
bad_greedy,100,4.28,11,2
k=1,100,1.11,11,45
k=2,100,1.08,11,1845
greedy,100,1.09,11,3
random,100,4.33,11,0
bad_greedy,100,4.33,11,2
k=1,100,1.07,11,42
k=2,100,1.06,11,1753
greedy,100,1.33,11,3
random,100,4.57,11,0
bad_greedy,100,4.57,11,1
k=1,100,1.31,11,38
k=2,100,1.28,11,2313
greedy,100,0.91,11,4
random,100,4.45,11,0
bad_greedy,100,4.45,11,2
k=1,100,0.9,11,42
k=2,100,0.88,11,1636
greedy,100,1.15,11,3
random,100,4.28,11,0
bad_greedy,100,4.28,11,1
k=1,100,1.13,11,32
k=2,100,1.12,11,1529
greedy,100,1.08,11,3
random,100,4.29,11,0
bad_greedy,100,4.29,11,1
k=1,100,1.05,11,33
k=2,100,1.04,11,1622
greedy,100,1.1,11,3
random,100,4.05,11,0
bad_greedy,100,4.05,11,1
k=1,100,1.06,11,34
k=2,100,1.03,11,1600
greedy,100,3.39,4,3
random,100,4.32,4,0
bad_greedy,100,4.32,4,1
k=1,100,3.37,4,67
k=2,100,3.37,4,3172
greedy,100,3.46,4,3
random,100,4.54,4,0
bad_greedy,100,4.54,4,1
k=1,100,3.44,4,79
k=2,100,3.43,4,3620
greedy,100,3.5,4,3
random,100,4.7,4,0
bad_greedy,100,4.7,4,1
k=1,100,3.47,4,57
k=2,100,3.45,4,2851
greedy,100,3.5,4,3
random,100,4.49,4,0
bad_greedy,100,4.49,4,1
k=1,100,3.5,4,59
k=2,100,3.5,4,2831
greedy,100,2.99,4,3
random,100,4.15,4,0
bad_greedy,100,4.15,4,1
k=1,100,2.99,4,57
k=2,100,2.99,4,2791
greedy,100,3.51,4,3
random,100,4.24,4,0
bad_greedy,100,4.24,4,1
k=1,100,3.51,4,58
k=2,100,3.51,4,2889
greedy,100,3.4,4,3
random,100,4.24,4,0
bad_greedy,100,4.24,4,1
k=1,100,3.4,4,58
k=2,100,3.4,4,2897
greedy,100,3.61,4,3
random,100,4.43,4,0
bad_greedy,100,4.43,4,1
k=1,100,3.61,4,60
k=2,100,3.61,4,2913
greedy,100,3.98,4,3
random,100,4.76,4,0
bad_greedy,100,4.76,4,1
k=1,100,3.98,4,60
k=2,100,3.98,4,2949
greedy,100,3.22,4,3
random,100,4.11,4,0
bad_greedy,100,4.11,4,1
k=1,100,3.22,4,59
k=2,100,3.22,4,2861
greedy,100,1.09,11,3
random,100,4.69,11,0
bad_greedy,100,4.69,11,1
k=1,100,1.06,11,29
k=2,100,1.04,11,1439
greedy,100,1.18,11,3
random,100,4.75,11,0
bad_greedy,100,4.75,11,1
k=1,100,1.15,11,29
k=2,100,1.14,11,1340
greedy,100,1.02,11,3
random,100,4.49,11,0
bad_greedy,100,4.49,11,1
k=1,100,1,11,30
k=2,100,0.98,11,1404
greedy,100,1.05,11,3
random,100,4.36,11,0
bad_greedy,100,4.36,11,1
k=1,100,1.03,11,32
k=2,100,1.01,11,1589
greedy,100,1.37,11,3
random,100,4.64,11,0
bad_greedy,100,4.64,11,1
k=1,100,1.32,11,33
k=2,100,1.29,11,1623
greedy,100,0.96,11,3
random,100,4.28,11,0
bad_greedy,100,4.28,11,1
k=1,100,0.94,11,31
k=2,100,0.92,11,1469
greedy,100,1.23,11,3
random,100,4.52,11,0
bad_greedy,100,4.52,11,1
k=1,100,1.15,11,33
k=2,100,1.13,11,1570
greedy,100,0.94,11,3
random,100,4.46,11,0
bad_greedy,100,4.46,11,1
k=1,100,0.91,11,29
k=2,100,0.89,11,1405
greedy,100,1.05,11,3
random,100,4.65,11,0
bad_greedy,100,4.65,11,1
k=1,100,1.02,11,28
k=2,100,1,11,1334
greedy,100,0.95,11,3
random,100,4.02,11,0
bad_greedy,100,4.02,11,1
k=1,100,0.92,11,31
k=2,100,0.9,11,1466
greedy,100,3.35,5,3
random,100,4.76,5,0
bad_greedy,100,4.76,5,1
k=1,100,3.33,5,55
k=2,100,3.32,5,2733
greedy,100,3.23,5,3
random,100,4.31,5,0
bad_greedy,100,4.31,5,1
k=1,100,3.19,5,57
k=2,100,3.17,5,2832
greedy,100,3.43,5,3
random,100,4.57,5,0
bad_greedy,100,4.57,5,1
k=1,100,3.43,5,65
k=2,100,3.43,5,2816
greedy,100,2.74,5,3
random,100,4.31,5,0
bad_greedy,100,4.31,5,1
k=1,100,2.71,5,54
k=2,100,2.7,5,2606
greedy,100,3.07,5,3
random,100,4.21,5,0
bad_greedy,100,4.21,5,1
k=1,100,3.04,5,57
k=2,100,3.04,5,2745
greedy,100,2.89,5,3
random,100,4.15,5,0
bad_greedy,100,4.15,5,1
k=1,100,2.89,5,55
k=2,100,2.89,5,2980
greedy,100,3.06,5,3
random,100,4.45,5,0
bad_greedy,100,4.45,5,1
k=1,100,3.03,5,55
k=2,100,3,5,2811
greedy,100,2.96,5,3
random,100,4.34,5,0
bad_greedy,100,4.34,5,1
k=1,100,2.92,5,55
k=2,100,2.89,5,2743
greedy,100,2.89,5,3
random,100,4.68,5,0
bad_greedy,100,4.68,5,1
k=1,100,2.89,5,52
k=2,100,2.89,5,2638
greedy,100,2.58,5,3
random,100,3.95,5,0
bad_greedy,100,3.95,5,1
k=1,100,2.56,5,53
k=2,100,2.56,5,2620
greedy,100,2.37,6,3
random,100,4.61,6,0
bad_greedy,100,4.61,6,1
k=1,100,2.33,6,49
k=2,100,2.3,6,2397
greedy,100,2.91,6,3
random,100,4.86,6,0
bad_greedy,100,4.86,6,1
k=1,100,2.88,6,50
k=2,100,2.88,6,2502
greedy,100,2.43,6,3
random,100,4.33,6,0
bad_greedy,100,4.33,6,1
k=1,100,2.42,6,50
k=2,100,2.42,6,2446
greedy,100,2.37,6,3
random,100,4.69,6,0
bad_greedy,100,4.69,6,1
k=1,100,2.3,6,47
k=2,100,2.27,6,2230
greedy,100,2.64,6,3
random,100,4.09,6,0
bad_greedy,100,4.09,6,1
k=1,100,2.63,6,56
k=2,100,2.63,6,2680
greedy,100,2.67,6,4
random,100,4.86,6,0
bad_greedy,100,4.86,6,1
k=1,100,2.64,6,53
k=2,100,2.61,6,2614
greedy,100,2.82,6,3
random,100,4.5,6,0
bad_greedy,100,4.5,6,1
k=1,100,2.82,6,63
k=2,100,2.82,6,2778
greedy,99,2.76768,6,3
random,100,4.59,6,0
bad_greedy,100,4.59,6,1
k=1,100,2.73,6,54
k=2,100,2.69,6,2867
greedy,100,2.72,6,3
random,100,4.43,6,0
bad_greedy,100,4.43,6,1
k=1,100,2.7,6,52
k=2,100,2.68,6,2606
greedy,100,2.28,6,3
random,100,4.39,6,0
bad_greedy,100,4.39,6,1
k=1,100,2.28,6,49
k=2,100,2.28,6,2444
greedy,100,0.56,17,4
random,100,4.49,17,0
bad_greedy,100,4.49,17,2
k=1,100,0.52,17,30
k=2,100,0.49,17,1726
greedy,100,0.39,17,4
random,100,4.34,17,0
bad_greedy,100,4.34,17,1
k=1,100,0.37,17,28
k=2,100,0.35,17,1254
greedy,100,0.55,17,3
random,100,4.65,17,0
bad_greedy,100,4.65,17,2
k=1,100,0.51,17,25
k=2,100,0.49,17,1036
greedy,100,0.6,17,3
random,100,4.67,17,0
bad_greedy,100,4.67,17,1
k=1,100,0.55,17,23
k=2,100,0.53,17,1170
greedy,100,0.33,17,3
random,100,4.46,17,0
bad_greedy,100,4.46,17,1
k=1,100,0.33,17,16
k=2,100,0.33,17,899
greedy,100,0.5,17,3
random,100,4.34,17,0
bad_greedy,100,4.34,17,1
k=1,100,0.48,17,22
k=2,100,0.47,17,892
greedy,100,0.53,17,3
random,100,4.81,17,0
bad_greedy,100,4.81,17,1
k=1,100,0.5,17,24
k=2,100,0.49,17,967
greedy,100,0.42,17,3
random,100,4.34,17,0
bad_greedy,100,4.34,17,1
k=1,100,0.39,17,19
k=2,100,0.37,17,873
greedy,100,0.42,17,3
random,100,4.76,17,0
bad_greedy,100,4.76,17,1
k=1,100,0.37,17,19
k=2,100,0.35,17,873
greedy,100,0.47,17,3
random,100,4.49,17,0
bad_greedy,100,4.49,17,1
k=1,100,0.45,17,19
k=2,100,0.44,17,877
greedy,100,0.79,12,3
random,100,4.38,12,0
bad_greedy,100,4.38,12,1
k=1,100,0.79,12,44
k=2,100,0.77,12,1476
greedy,100,1.06,12,3
random,100,4.6,12,0
bad_greedy,100,4.6,12,1
k=1,100,1.03,12,31
k=2,100,1.02,12,1473
greedy,100,1.03,12,3
random,100,4.42,12,0
bad_greedy,100,4.42,12,1
k=1,100,1.01,12,29
k=2,100,1,12,1402
greedy,100,0.97,12,5
random,100,4.5,12,0
bad_greedy,100,4.5,12,2
k=1,100,0.91,12,47
k=2,100,0.89,12,2157
greedy,100,0.88,12,4
random,100,4.39,12,0
bad_greedy,100,4.39,12,2
k=1,100,0.85,12,46
k=2,100,0.83,12,2182
greedy,100,0.9,12,3
random,100,4.25,12,0
bad_greedy,100,4.25,12,1
k=1,100,0.85,12,29
k=2,100,0.83,12,1366
greedy,100,0.99,12,3
random,100,4.44,12,0
bad_greedy,100,4.44,12,1
k=1,100,0.94,12,28
k=2,100,0.91,12,1306
greedy,100,0.85,12,3
random,100,4.67,12,0
bad_greedy,100,4.67,12,1
k=1,100,0.83,12,27
k=2,100,0.81,12,1307
greedy,100,1.02,12,3
random,100,4.56,12,0
bad_greedy,100,4.56,12,1
k=1,100,1,12,30
k=2,100,1,12,1392
greedy,100,0.92,12,4
random,100,4.56,12,0
bad_greedy,100,4.56,12,1
k=1,100,0.86,12,29
k=2,100,0.83,12,1648
greedy,100,1.75,7,3
random,100,4.37,7,0
bad_greedy,100,4.37,7,1
k=1,100,1.7,7,43
k=2,100,1.69,7,2221
greedy,100,2.35,7,3
random,100,4.4,7,0
bad_greedy,100,4.4,7,1
k=1,100,2.33,7,48
k=2,100,2.31,7,2328
greedy,100,2.24,7,3
random,100,4.34,7,0
bad_greedy,100,4.34,7,1
k=1,100,2.21,7,48
k=2,100,2.2,7,2356
greedy,100,2.3,7,3
random,100,4.62,7,0
bad_greedy,100,4.62,7,1
k=1,100,2.3,7,47
k=2,100,2.3,7,2307
greedy,100,2.03,7,4
random,100,4.27,7,0
bad_greedy,100,4.27,7,1
k=1,100,2,7,45
k=2,100,1.97,7,2195
greedy,100,1.92,7,3
random,100,4.3,7,0
bad_greedy,100,4.3,7,1
k=1,100,1.89,7,44
k=2,100,1.86,7,2153
greedy,100,2.21,7,4
random,100,4.31,7,0
bad_greedy,100,4.31,7,1
k=1,100,2.16,7,47
k=2,100,2.14,7,2349
greedy,100,2.34,7,3
random,100,4.67,7,0
bad_greedy,100,4.67,7,1
k=1,100,2.31,7,47
k=2,100,2.3,7,2331
greedy,100,2.04,7,3
random,100,4.26,7,0
bad_greedy,100,4.26,7,1
k=1,100,1.95,7,45
k=2,100,1.95,7,2163
greedy,100,2.29,7,3
random,100,4.64,7,0
bad_greedy,100,4.64,7,1
k=1,100,2.25,7,47
k=2,100,2.21,7,2228
greedy,100,0.38,17,3
random,100,4.44,17,0
bad_greedy,100,4.44,17,1
k=1,100,0.36,17,18
k=2,100,0.35,17,849
greedy,100,0.42,17,3
random,100,4.12,17,0
bad_greedy,100,4.12,17,1
k=1,100,0.4,17,20
k=2,100,0.38,17,911
greedy,100,0.44,17,3
random,100,4.46,17,0
bad_greedy,100,4.46,17,2
k=1,100,0.41,17,19
k=2,100,0.39,17,860
greedy,100,0.52,17,3
random,100,4.64,17,0
bad_greedy,100,4.64,17,1
k=1,100,0.49,17,18
k=2,100,0.47,17,820
greedy,100,0.39,17,3
random,100,4.24,17,0
bad_greedy,100,4.24,17,1
k=1,100,0.35,17,20
k=2,100,0.31,17,927
greedy,100,0.58,17,3
random,100,4.52,17,0
bad_greedy,100,4.52,17,1
k=1,100,0.54,17,19
k=2,100,0.51,17,850
greedy,100,0.4,17,3
random,100,4.19,17,0
bad_greedy,100,4.19,17,2
k=1,100,0.39,17,19
k=2,100,0.38,17,870
greedy,100,0.44,17,3
random,100,4.59,17,0
bad_greedy,100,4.59,17,1
